증권사,날짜,텍스트
하나증권,23.06.29,[Errno 2] No such file or directory: 'rawReport/49_1441.pdf'
유진투자증권,23.06.29,[Errno 2] No such file or directory: 'rawReport/49_1442.pdf'
다올투자증권,23.06.29,[Errno 2] No such file or directory: 'rawReport/49_1443.pdf'
한국투자증권,23.06.29,[Errno 2] No such file or directory: 'rawReport/49_1444.pdf'
신한투자증권,23.06.29,[Errno 2] No such file or directory: 'rawReport/49_1445.pdf'
다올투자증권,23.06.28,[Errno 2] No such file or directory: 'rawReport/49_1446.pdf'
유진투자증권,23.06.28,[Errno 2] No such file or directory: 'rawReport/49_1447.pdf'
유안타증권,23.06.28,[Errno 2] No such file or directory: 'rawReport/49_1448.pdf'
교보증권,23.06.28,[Errno 2] No such file or directory: 'rawReport/49_1449.pdf'
하나증권,23.06.28,[Errno 2] No such file or directory: 'rawReport/49_1450.pdf'
신한투자증권,23.06.28,[Errno 2] No such file or directory: 'rawReport/49_1451.pdf'
신한투자증권,23.06.27,[Errno 2] No such file or directory: 'rawReport/49_1452.pdf'
교보증권,23.06.27,[Errno 2] No such file or directory: 'rawReport/49_1453.pdf'
다올투자증권,23.06.27,[Errno 2] No such file or directory: 'rawReport/49_1454.pdf'
유안타증권,23.06.27,[Errno 2] No such file or directory: 'rawReport/49_1455.pdf'
한화투자증권,23.06.27,[Errno 2] No such file or directory: 'rawReport/49_1456.pdf'
유진투자증권,23.06.27,[Errno 2] No such file or directory: 'rawReport/49_1457.pdf'
신한투자증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1458.pdf'
신한투자증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1459.pdf'
유안타증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1460.pdf'
한화투자증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1461.pdf'
교보증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1462.pdf'
교보증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1463.pdf'
유진투자증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1464.pdf'
키움증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1465.pdf'
키움증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1466.pdf'
다올투자증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1467.pdf'
신한투자증권,23.06.26,[Errno 2] No such file or directory: 'rawReport/49_1468.pdf'
한화투자증권,23.06.23,[Errno 2] No such file or directory: 'rawReport/49_1469.pdf'
신한투자증권,23.06.23,[Errno 2] No such file or directory: 'rawReport/49_1470.pdf'
