증권사,날짜,텍스트
유진투자증권,23.10.05,[Errno 2] No such file or directory: 'rawReport/31_901.pdf'
교보증권,23.10.05,[Errno 2] No such file or directory: 'rawReport/31_902.pdf'
한화투자증권,23.10.05,[Errno 2] No such file or directory: 'rawReport/31_903.pdf'
하나증권,23.10.05,[Errno 2] No such file or directory: 'rawReport/31_904.pdf'
다올투자증권,23.10.05,[Errno 2] No such file or directory: 'rawReport/31_905.pdf'
신한투자증권,23.10.05,[Errno 2] No such file or directory: 'rawReport/31_906.pdf'
유안타증권,23.10.05,[Errno 2] No such file or directory: 'rawReport/31_907.pdf'
메리츠증권,23.10.05,[Errno 2] No such file or directory: 'rawReport/31_908.pdf'
하이투자증권,23.10.04,[Errno 2] No such file or directory: 'rawReport/31_909.pdf'
신한투자증권,23.10.04,[Errno 2] No such file or directory: 'rawReport/31_910.pdf'
한화투자증권,23.10.04,[Errno 2] No such file or directory: 'rawReport/31_911.pdf'
유진투자증권,23.10.04,[Errno 2] No such file or directory: 'rawReport/31_912.pdf'
다올투자증권,23.10.04,[Errno 2] No such file or directory: 'rawReport/31_913.pdf'
유안타증권,23.10.04,[Errno 2] No such file or directory: 'rawReport/31_914.pdf'
신한투자증권,23.10.04,[Errno 2] No such file or directory: 'rawReport/31_915.pdf'
키움증권,23.10.04,[Errno 2] No such file or directory: 'rawReport/31_916.pdf'
유안타증권,23.09.27,[Errno 2] No such file or directory: 'rawReport/31_917.pdf'
교보증권,23.09.27,[Errno 2] No such file or directory: 'rawReport/31_918.pdf'
다올투자증권,23.09.27,[Errno 2] No such file or directory: 'rawReport/31_919.pdf'
유진투자증권,23.09.27,[Errno 2] No such file or directory: 'rawReport/31_920.pdf'
키움증권,23.09.27,[Errno 2] No such file or directory: 'rawReport/31_921.pdf'
유안타증권,23.09.27,[Errno 2] No such file or directory: 'rawReport/31_922.pdf'
교보증권,23.09.26,[Errno 2] No such file or directory: 'rawReport/31_923.pdf'
유진투자증권,23.09.26,[Errno 2] No such file or directory: 'rawReport/31_924.pdf'
한화투자증권,23.09.26,[Errno 2] No such file or directory: 'rawReport/31_925.pdf'
하나증권,23.09.26,[Errno 2] No such file or directory: 'rawReport/31_926.pdf'
다올투자증권,23.09.26,[Errno 2] No such file or directory: 'rawReport/31_927.pdf'
유안타증권,23.09.26,[Errno 2] No such file or directory: 'rawReport/31_928.pdf'
신한투자증권,23.09.26,[Errno 2] No such file or directory: 'rawReport/31_929.pdf'
한화투자증권,23.09.25,[Errno 2] No such file or directory: 'rawReport/31_930.pdf'
