증권사,날짜,텍스트
유안타증권,23.06.23,[Errno 2] No such file or directory: 'rawReport/50_1471.pdf'
다올투자증권,23.06.23,[Errno 2] No such file or directory: 'rawReport/50_1472.pdf'
유진투자증권,23.06.23,[Errno 2] No such file or directory: 'rawReport/50_1473.pdf'
신한투자증권,23.06.22,[Errno 2] No such file or directory: 'rawReport/50_1474.pdf'
유안타증권,23.06.22,[Errno 2] No such file or directory: 'rawReport/50_1475.pdf'
신한투자증권,23.06.22,[Errno 2] No such file or directory: 'rawReport/50_1476.pdf'
교보증권,23.06.22,[Errno 2] No such file or directory: 'rawReport/50_1477.pdf'
하나증권,23.06.22,[Errno 2] No such file or directory: 'rawReport/50_1478.pdf'
다올투자증권,23.06.22,[Errno 2] No such file or directory: 'rawReport/50_1479.pdf'
유진투자증권,23.06.22,[Errno 2] No such file or directory: 'rawReport/50_1480.pdf'
신한투자증권,23.06.22,[Errno 2] No such file or directory: 'rawReport/50_1481.pdf'
신한투자증권,23.06.21,[Errno 2] No such file or directory: 'rawReport/50_1482.pdf'
교보증권,23.06.21,[Errno 2] No such file or directory: 'rawReport/50_1483.pdf'
다올투자증권,23.06.21,[Errno 2] No such file or directory: 'rawReport/50_1484.pdf'
유진투자증권,23.06.21,[Errno 2] No such file or directory: 'rawReport/50_1485.pdf'
유안타증권,23.06.21,[Errno 2] No such file or directory: 'rawReport/50_1486.pdf'
신한투자증권,23.06.21,[Errno 2] No such file or directory: 'rawReport/50_1487.pdf'
하나증권,23.06.21,[Errno 2] No such file or directory: 'rawReport/50_1488.pdf'
한국투자증권,23.06.21,[Errno 2] No such file or directory: 'rawReport/50_1489.pdf'
교보증권,23.06.20,[Errno 2] No such file or directory: 'rawReport/50_1490.pdf'
유안타증권,23.06.20,[Errno 2] No such file or directory: 'rawReport/50_1491.pdf'
다올투자증권,23.06.20,[Errno 2] No such file or directory: 'rawReport/50_1492.pdf'
한화투자증권,23.06.20,[Errno 2] No such file or directory: 'rawReport/50_1493.pdf'
한화투자증권,23.06.20,[Errno 2] No such file or directory: 'rawReport/50_1494.pdf'
유진투자증권,23.06.20,[Errno 2] No such file or directory: 'rawReport/50_1495.pdf'
신한투자증권,23.06.20,[Errno 2] No such file or directory: 'rawReport/50_1496.pdf'
DS투자증권,23.06.20,[Errno 2] No such file or directory: 'rawReport/50_1497.pdf'
신한투자증권,23.06.19,[Errno 2] No such file or directory: 'rawReport/50_1498.pdf'
한화투자증권,23.06.19,[Errno 2] No such file or directory: 'rawReport/50_1499.pdf'
교보증권,23.06.19,[Errno 2] No such file or directory: 'rawReport/50_1500.pdf'
