증권사,날짜,텍스트
KTB투자증권,12.01.16,[Errno 2] No such file or directory: 'rawReport/197_5881.pdf'
KTB투자증권,12.01.13,[Errno 2] No such file or directory: 'rawReport/197_5882.pdf'
KTB투자증권,12.01.09,[Errno 2] No such file or directory: 'rawReport/197_5883.pdf'
키움증권,11.12.19,[Errno 2] No such file or directory: 'rawReport/197_5884.pdf'
KTB투자증권,11.12.19,[Errno 2] No such file or directory: 'rawReport/197_5885.pdf'
KTB투자증권,11.12.12,[Errno 2] No such file or directory: 'rawReport/197_5886.pdf'
KTB투자증권,11.12.09,[Errno 2] No such file or directory: 'rawReport/197_5887.pdf'
KTB투자증권,11.12.05,[Errno 2] No such file or directory: 'rawReport/197_5888.pdf'
KTB투자증권,11.11.28,[Errno 2] No such file or directory: 'rawReport/197_5889.pdf'
KTB투자증권,11.11.21,[Errno 2] No such file or directory: 'rawReport/197_5890.pdf'
KTB투자증권,11.11.14,[Errno 2] No such file or directory: 'rawReport/197_5891.pdf'
KTB투자증권,11.11.07,[Errno 2] No such file or directory: 'rawReport/197_5892.pdf'
KTB투자증권,11.10.31,[Errno 2] No such file or directory: 'rawReport/197_5893.pdf'
KTB투자증권,11.10.24,[Errno 2] No such file or directory: 'rawReport/197_5894.pdf'
KTB투자증권,11.10.17,[Errno 2] No such file or directory: 'rawReport/197_5895.pdf'
현대차증권,11.10.17,[Errno 2] No such file or directory: 'rawReport/197_5896.pdf'
메리츠종금증권,11.10.14,[Errno 2] No such file or directory: 'rawReport/197_5897.pdf'
KTB투자증권,11.10.13,[Errno 2] No such file or directory: 'rawReport/197_5898.pdf'
KTB투자증권,11.10.10,[Errno 2] No such file or directory: 'rawReport/197_5899.pdf'
키움증권,11.10.04,[Errno 2] No such file or directory: 'rawReport/197_5900.pdf'
KTB투자증권,11.10.04,[Errno 2] No such file or directory: 'rawReport/197_5901.pdf'
KTB투자증권,11.09.26,[Errno 2] No such file or directory: 'rawReport/197_5902.pdf'
메리츠종금증권,11.09.26,[Errno 2] No such file or directory: 'rawReport/197_5903.pdf'
키움증권,11.09.20,[Errno 2] No such file or directory: 'rawReport/197_5904.pdf'
키움증권,11.09.19,[Errno 2] No such file or directory: 'rawReport/197_5905.pdf'
IBK투자증권,11.09.09,[Errno 2] No such file or directory: 'rawReport/197_5906.pdf'
IBK투자증권,11.09.07,[Errno 2] No such file or directory: 'rawReport/197_5907.pdf'
키움증권,11.09.05,[Errno 2] No such file or directory: 'rawReport/197_5908.pdf'
키움증권,11.09.05,[Errno 2] No such file or directory: 'rawReport/197_5909.pdf'
키움증권,11.09.05,[Errno 2] No such file or directory: 'rawReport/197_5910.pdf'
