증권사,날짜,텍스트
메리츠종금증권,10.09.28,[Errno 2] No such file or directory: 'rawReport/209_6241.pdf'
IBK투자증권,10.09.27,[Errno 2] No such file or directory: 'rawReport/209_6242.pdf'
KTB투자증권,10.09.27,[Errno 2] No such file or directory: 'rawReport/209_6243.pdf'
메리츠종금증권,10.09.27,[Errno 2] No such file or directory: 'rawReport/209_6244.pdf'
IBK투자증권,10.09.20,[Errno 2] No such file or directory: 'rawReport/209_6245.pdf'
메리츠종금증권,10.09.20,[Errno 2] No such file or directory: 'rawReport/209_6246.pdf'
메리츠종금증권,10.09.17,[Errno 2] No such file or directory: 'rawReport/209_6247.pdf'
IBK투자증권,10.09.17,[Errno 2] No such file or directory: 'rawReport/209_6248.pdf'
메리츠종금증권,10.09.16,[Errno 2] No such file or directory: 'rawReport/209_6249.pdf'
IBK투자증권,10.09.16,[Errno 2] No such file or directory: 'rawReport/209_6250.pdf'
IBK투자증권,10.09.15,[Errno 2] No such file or directory: 'rawReport/209_6251.pdf'
메리츠종금증권,10.09.15,[Errno 2] No such file or directory: 'rawReport/209_6252.pdf'
메리츠종금증권,10.09.14,[Errno 2] No such file or directory: 'rawReport/209_6253.pdf'
IBK투자증권,10.09.14,[Errno 2] No such file or directory: 'rawReport/209_6254.pdf'
KTB투자증권,10.09.13,[Errno 2] No such file or directory: 'rawReport/209_6255.pdf'
IBK투자증권,10.09.13,[Errno 2] No such file or directory: 'rawReport/209_6256.pdf'
메리츠종금증권,10.09.13,[Errno 2] No such file or directory: 'rawReport/209_6257.pdf'
IBK투자증권,10.09.10,[Errno 2] No such file or directory: 'rawReport/209_6258.pdf'
IBK투자증권,10.09.09,[Errno 2] No such file or directory: 'rawReport/209_6259.pdf'
IBK투자증권,10.09.08,[Errno 2] No such file or directory: 'rawReport/209_6260.pdf'
IBK투자증권,10.09.07,[Errno 2] No such file or directory: 'rawReport/209_6261.pdf'
메리츠종금증권,10.09.06,[Errno 2] No such file or directory: 'rawReport/209_6262.pdf'
KTB투자증권,10.09.06,[Errno 2] No such file or directory: 'rawReport/209_6263.pdf'
IBK투자증권,10.09.06,[Errno 2] No such file or directory: 'rawReport/209_6264.pdf'
IBK투자증권,10.09.03,[Errno 2] No such file or directory: 'rawReport/209_6265.pdf'
IBK투자증권,10.09.02,[Errno 2] No such file or directory: 'rawReport/209_6266.pdf'
IBK투자증권,10.09.01,[Errno 2] No such file or directory: 'rawReport/209_6267.pdf'
IBK투자증권,10.08.31,[Errno 2] No such file or directory: 'rawReport/209_6268.pdf'
IBK투자증권,10.08.30,[Errno 2] No such file or directory: 'rawReport/209_6269.pdf'
IBK투자증권,10.08.30,[Errno 2] No such file or directory: 'rawReport/209_6270.pdf'
