증권사,날짜,텍스트
대우증권,08.12.10,[Errno 2] No such file or directory: 'rawReport/227_6781.pdf'
대우증권,08.12.09,[Errno 2] No such file or directory: 'rawReport/227_6782.pdf'
대우증권,08.12.08,[Errno 2] No such file or directory: 'rawReport/227_6783.pdf'
대우증권,08.12.08,[Errno 2] No such file or directory: 'rawReport/227_6784.pdf'
대우증권,08.12.05,[Errno 2] No such file or directory: 'rawReport/227_6785.pdf'
대우증권,08.12.04,[Errno 2] No such file or directory: 'rawReport/227_6786.pdf'
대우증권,08.12.03,[Errno 2] No such file or directory: 'rawReport/227_6787.pdf'
대우증권,08.12.02,[Errno 2] No such file or directory: 'rawReport/227_6788.pdf'
대우증권,08.12.01,[Errno 2] No such file or directory: 'rawReport/227_6789.pdf'
대우증권,08.12.01,[Errno 2] No such file or directory: 'rawReport/227_6790.pdf'
대우증권,08.11.28,[Errno 2] No such file or directory: 'rawReport/227_6791.pdf'
대우증권,08.11.27,[Errno 2] No such file or directory: 'rawReport/227_6792.pdf'
대우증권,08.11.26,[Errno 2] No such file or directory: 'rawReport/227_6793.pdf'
대우증권,08.11.26,[Errno 2] No such file or directory: 'rawReport/227_6794.pdf'
대우증권,08.11.25,[Errno 2] No such file or directory: 'rawReport/227_6795.pdf'
대우증권,08.11.24,[Errno 2] No such file or directory: 'rawReport/227_6796.pdf'
대우증권,08.11.24,[Errno 2] No such file or directory: 'rawReport/227_6797.pdf'
대우증권,08.11.24,[Errno 2] No such file or directory: 'rawReport/227_6798.pdf'
대우증권,08.11.21,[Errno 2] No such file or directory: 'rawReport/227_6799.pdf'
대우증권,08.11.20,[Errno 2] No such file or directory: 'rawReport/227_6800.pdf'
대우증권,08.11.19,[Errno 2] No such file or directory: 'rawReport/227_6801.pdf'
대우증권,08.11.18,[Errno 2] No such file or directory: 'rawReport/227_6802.pdf'
대우증권,08.11.17,[Errno 2] No such file or directory: 'rawReport/227_6803.pdf'
대우증권,08.11.17,[Errno 2] No such file or directory: 'rawReport/227_6804.pdf'
대우증권,08.11.14,[Errno 2] No such file or directory: 'rawReport/227_6805.pdf'
대우증권,08.11.13,[Errno 2] No such file or directory: 'rawReport/227_6806.pdf'
대우증권,08.11.12,[Errno 2] No such file or directory: 'rawReport/227_6807.pdf'
대우증권,08.11.11,[Errno 2] No such file or directory: 'rawReport/227_6808.pdf'
대우증권,08.11.10,[Errno 2] No such file or directory: 'rawReport/227_6809.pdf'
대우증권,08.11.10,[Errno 2] No such file or directory: 'rawReport/227_6810.pdf'
