증권사,날짜,텍스트
신한투자증권,23.09.08,[Errno 2] No such file or directory: 'rawReport/35_1021.pdf'
한화투자증권,23.09.08,[Errno 2] No such file or directory: 'rawReport/35_1022.pdf'
교보증권,23.09.08,[Errno 2] No such file or directory: 'rawReport/35_1023.pdf'
다올투자증권,23.09.08,[Errno 2] No such file or directory: 'rawReport/35_1024.pdf'
유진투자증권,23.09.08,[Errno 2] No such file or directory: 'rawReport/35_1025.pdf'
유안타증권,23.09.08,[Errno 2] No such file or directory: 'rawReport/35_1026.pdf'
신한투자증권,23.09.08,[Errno 2] No such file or directory: 'rawReport/35_1027.pdf'
신한투자증권,23.09.07,[Errno 2] No such file or directory: 'rawReport/35_1028.pdf'
하나증권,23.09.07,[Errno 2] No such file or directory: 'rawReport/35_1029.pdf'
유안타증권,23.09.07,[Errno 2] No such file or directory: 'rawReport/35_1030.pdf'
다올투자증권,23.09.07,[Errno 2] No such file or directory: 'rawReport/35_1031.pdf'
유진투자증권,23.09.07,[Errno 2] No such file or directory: 'rawReport/35_1032.pdf'
신한투자증권,23.09.07,[Errno 2] No such file or directory: 'rawReport/35_1033.pdf'
유안타증권,23.09.06,[Errno 2] No such file or directory: 'rawReport/35_1034.pdf'
다올투자증권,23.09.06,[Errno 2] No such file or directory: 'rawReport/35_1035.pdf'
유진투자증권,23.09.06,[Errno 2] No such file or directory: 'rawReport/35_1036.pdf'
신한투자증권,23.09.05,[Errno 2] No such file or directory: 'rawReport/35_1037.pdf'
교보증권,23.09.05,[Errno 2] No such file or directory: 'rawReport/35_1038.pdf'
유안타증권,23.09.05,[Errno 2] No such file or directory: 'rawReport/35_1039.pdf'
한화투자증권,23.09.05,[Errno 2] No such file or directory: 'rawReport/35_1040.pdf'
유진투자증권,23.09.05,[Errno 2] No such file or directory: 'rawReport/35_1041.pdf'
다올투자증권,23.09.05,[Errno 2] No such file or directory: 'rawReport/35_1042.pdf'
하이투자증권,23.09.05,[Errno 2] No such file or directory: 'rawReport/35_1043.pdf'
하나증권,23.09.04,[Errno 2] No such file or directory: 'rawReport/35_1044.pdf'
다올투자증권,23.09.04,[Errno 2] No such file or directory: 'rawReport/35_1045.pdf'
유안타증권,23.09.04,[Errno 2] No such file or directory: 'rawReport/35_1046.pdf'
유진투자증권,23.09.04,[Errno 2] No such file or directory: 'rawReport/35_1047.pdf'
키움증권,23.09.04,[Errno 2] No such file or directory: 'rawReport/35_1048.pdf'
키움증권,23.09.04,[Errno 2] No such file or directory: 'rawReport/35_1049.pdf'
하이투자증권,23.09.04,[Errno 2] No such file or directory: 'rawReport/35_1050.pdf'
