증권사,날짜,텍스트
대우증권,08.06.27,[Errno 2] No such file or directory: 'rawReport/232_6931.pdf'
대우증권,08.06.26,[Errno 2] No such file or directory: 'rawReport/232_6932.pdf'
대우증권,08.06.25,[Errno 2] No such file or directory: 'rawReport/232_6933.pdf'
대우증권,08.06.24,[Errno 2] No such file or directory: 'rawReport/232_6934.pdf'
대우증권,08.06.23,[Errno 2] No such file or directory: 'rawReport/232_6935.pdf'
대우증권,08.06.20,[Errno 2] No such file or directory: 'rawReport/232_6936.pdf'
대우증권,08.06.19,[Errno 2] No such file or directory: 'rawReport/232_6937.pdf'
대우증권,08.06.18,[Errno 2] No such file or directory: 'rawReport/232_6938.pdf'
대우증권,08.06.17,[Errno 2] No such file or directory: 'rawReport/232_6939.pdf'
대우증권,08.06.16,[Errno 2] No such file or directory: 'rawReport/232_6940.pdf'
대우증권,08.06.16,[Errno 2] No such file or directory: 'rawReport/232_6941.pdf'
대우증권,08.06.13,[Errno 2] No such file or directory: 'rawReport/232_6942.pdf'
대우증권,08.06.13,[Errno 2] No such file or directory: 'rawReport/232_6943.pdf'
대우증권,08.06.12,[Errno 2] No such file or directory: 'rawReport/232_6944.pdf'
대우증권,08.06.11,[Errno 2] No such file or directory: 'rawReport/232_6945.pdf'
대우증권,08.06.10,[Errno 2] No such file or directory: 'rawReport/232_6946.pdf'
대우증권,08.06.09,[Errno 2] No such file or directory: 'rawReport/232_6947.pdf'
대우증권,08.06.05,[Errno 2] No such file or directory: 'rawReport/232_6948.pdf'
대우증권,08.06.04,[Errno 2] No such file or directory: 'rawReport/232_6949.pdf'
대우증권,08.06.03,[Errno 2] No such file or directory: 'rawReport/232_6950.pdf'
대우증권,08.06.02,[Errno 2] No such file or directory: 'rawReport/232_6951.pdf'
대우증권,08.05.30,[Errno 2] No such file or directory: 'rawReport/232_6952.pdf'
대우증권,08.05.29,[Errno 2] No such file or directory: 'rawReport/232_6953.pdf'
대우증권,08.05.28,[Errno 2] No such file or directory: 'rawReport/232_6954.pdf'
대우증권,08.05.27,[Errno 2] No such file or directory: 'rawReport/232_6955.pdf'
대우증권,08.05.26,[Errno 2] No such file or directory: 'rawReport/232_6956.pdf'
대우증권,08.05.26,[Errno 2] No such file or directory: 'rawReport/232_6957.pdf'
대우증권,08.05.23,[Errno 2] No such file or directory: 'rawReport/232_6958.pdf'
대우증권,08.05.22,[Errno 2] No such file or directory: 'rawReport/232_6959.pdf'
대우증권,08.05.21,[Errno 2] No such file or directory: 'rawReport/232_6960.pdf'
