증권사,날짜,텍스트
대우증권,09.10.05,[Errno 2] No such file or directory: 'rawReport/218_6511.pdf'
IBK투자증권,09.10.01,[Errno 2] No such file or directory: 'rawReport/218_6512.pdf'
대우증권,09.10.01,[Errno 2] No such file or directory: 'rawReport/218_6513.pdf'
대우증권,09.09.30,[Errno 2] No such file or directory: 'rawReport/218_6514.pdf'
대우증권,09.09.29,[Errno 2] No such file or directory: 'rawReport/218_6515.pdf'
대우증권,09.09.29,[Errno 2] No such file or directory: 'rawReport/218_6516.pdf'
IBK투자증권,09.09.29,[Errno 2] No such file or directory: 'rawReport/218_6517.pdf'
대우증권,09.09.28,[Errno 2] No such file or directory: 'rawReport/218_6518.pdf'
IBK투자증권,09.09.28,[Errno 2] No such file or directory: 'rawReport/218_6519.pdf'
IBK투자증권,09.09.28,[Errno 2] No such file or directory: 'rawReport/218_6520.pdf'
대우증권,09.09.25,[Errno 2] No such file or directory: 'rawReport/218_6521.pdf'
IBK투자증권,09.09.25,[Errno 2] No such file or directory: 'rawReport/218_6522.pdf'
IBK투자증권,09.09.24,[Errno 2] No such file or directory: 'rawReport/218_6523.pdf'
대우증권,09.09.24,[Errno 2] No such file or directory: 'rawReport/218_6524.pdf'
대우증권,09.09.23,[Errno 2] No such file or directory: 'rawReport/218_6525.pdf'
대우증권,09.09.22,[Errno 2] No such file or directory: 'rawReport/218_6526.pdf'
대우증권,09.09.21,[Errno 2] No such file or directory: 'rawReport/218_6527.pdf'
대우증권,09.09.21,[Errno 2] No such file or directory: 'rawReport/218_6528.pdf'
IBK투자증권,09.09.21,[Errno 2] No such file or directory: 'rawReport/218_6529.pdf'
대우증권,09.09.18,[Errno 2] No such file or directory: 'rawReport/218_6530.pdf'
대우증권,09.09.17,[Errno 2] No such file or directory: 'rawReport/218_6531.pdf'
대우증권,09.09.16,[Errno 2] No such file or directory: 'rawReport/218_6532.pdf'
대우증권,09.09.15,[Errno 2] No such file or directory: 'rawReport/218_6533.pdf'
대우증권,09.09.14,[Errno 2] No such file or directory: 'rawReport/218_6534.pdf'
대우증권,09.09.14,[Errno 2] No such file or directory: 'rawReport/218_6535.pdf'
대우증권,09.09.11,[Errno 2] No such file or directory: 'rawReport/218_6536.pdf'
대우증권,09.09.10,[Errno 2] No such file or directory: 'rawReport/218_6537.pdf'
대우증권,09.09.09,[Errno 2] No such file or directory: 'rawReport/218_6538.pdf'
대우증권,09.09.08,[Errno 2] No such file or directory: 'rawReport/218_6539.pdf'
대우증권,09.09.07,[Errno 2] No such file or directory: 'rawReport/218_6540.pdf'
