증권사,날짜,텍스트
현대차증권,13.08.30,[Errno 2] No such file or directory: 'rawReport/183_5461.pdf'
현대차증권,13.08.30,[Errno 2] No such file or directory: 'rawReport/183_5462.pdf'
KTB투자증권,13.08.30,[Errno 2] No such file or directory: 'rawReport/183_5463.pdf'
메리츠종금증권,13.08.29,[Errno 2] No such file or directory: 'rawReport/183_5464.pdf'
KTB투자증권,13.08.29,[Errno 2] No such file or directory: 'rawReport/183_5465.pdf'
이트레이드증권,13.08.28,[Errno 2] No such file or directory: 'rawReport/183_5466.pdf'
KTB투자증권,13.08.28,[Errno 2] No such file or directory: 'rawReport/183_5467.pdf'
KTB투자증권,13.08.28,[Errno 2] No such file or directory: 'rawReport/183_5468.pdf'
KTB투자증권,13.08.27,[Errno 2] No such file or directory: 'rawReport/183_5469.pdf'
키움증권,13.08.26,[Errno 2] No such file or directory: 'rawReport/183_5470.pdf'
현대차증권,13.08.26,[Errno 2] No such file or directory: 'rawReport/183_5471.pdf'
현대차증권,13.08.26,[Errno 2] No such file or directory: 'rawReport/183_5472.pdf'
KTB투자증권,13.08.26,[Errno 2] No such file or directory: 'rawReport/183_5473.pdf'
KTB투자증권,13.08.23,[Errno 2] No such file or directory: 'rawReport/183_5474.pdf'
KTB투자증권,13.08.22,[Errno 2] No such file or directory: 'rawReport/183_5475.pdf'
메리츠종금증권,13.08.21,[Errno 2] No such file or directory: 'rawReport/183_5476.pdf'
KTB투자증권,13.08.21,[Errno 2] No such file or directory: 'rawReport/183_5477.pdf'
KTB투자증권,13.08.20,[Errno 2] No such file or directory: 'rawReport/183_5478.pdf'
현대차증권,13.08.19,[Errno 2] No such file or directory: 'rawReport/183_5479.pdf'
KTB투자증권,13.08.19,[Errno 2] No such file or directory: 'rawReport/183_5480.pdf'
이트레이드증권,13.08.14,[Errno 2] No such file or directory: 'rawReport/183_5481.pdf'
현대차증권,13.08.12,[Errno 2] No such file or directory: 'rawReport/183_5482.pdf'
현대차증권,13.08.12,[Errno 2] No such file or directory: 'rawReport/183_5483.pdf'
KTB투자증권,13.08.12,[Errno 2] No such file or directory: 'rawReport/183_5484.pdf'
현대차증권,13.08.09,[Errno 2] No such file or directory: 'rawReport/183_5485.pdf'
KTB투자증권,13.08.08,[Errno 2] No such file or directory: 'rawReport/183_5486.pdf'
현대차증권,13.08.07,[Errno 2] No such file or directory: 'rawReport/183_5487.pdf'
현대차증권,13.08.07,[Errno 2] No such file or directory: 'rawReport/183_5488.pdf'
이트레이드증권,13.08.07,[Errno 2] No such file or directory: 'rawReport/183_5489.pdf'
현대차증권,13.08.05,[Errno 2] No such file or directory: 'rawReport/183_5490.pdf'
