증권사,날짜,텍스트
신한투자증권,23.06.14,[Errno 2] No such file or directory: 'rawReport/52_1531.pdf'
유진투자증권,23.06.14,[Errno 2] No such file or directory: 'rawReport/52_1532.pdf'
다올투자증권,23.06.14,[Errno 2] No such file or directory: 'rawReport/52_1533.pdf'
한국투자증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1534.pdf'
교보증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1535.pdf'
신한투자증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1536.pdf'
한화투자증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1537.pdf'
유진투자증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1538.pdf'
유안타증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1539.pdf'
다올투자증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1540.pdf'
메리츠증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1541.pdf'
신한투자증권,23.06.13,[Errno 2] No such file or directory: 'rawReport/52_1542.pdf'
신한투자증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1543.pdf'
한화투자증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1544.pdf'
교보증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1545.pdf'
하나증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1546.pdf'
유안타증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1547.pdf'
다올투자증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1548.pdf'
유진투자증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1549.pdf'
키움증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1550.pdf'
키움증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1551.pdf'
키움증권,23.06.12,[Errno 2] No such file or directory: 'rawReport/52_1552.pdf'
신한투자증권,23.06.09,[Errno 2] No such file or directory: 'rawReport/52_1553.pdf'
신한투자증권,23.06.09,[Errno 2] No such file or directory: 'rawReport/52_1554.pdf'
한화투자증권,23.06.09,[Errno 2] No such file or directory: 'rawReport/52_1555.pdf'
교보증권,23.06.09,[Errno 2] No such file or directory: 'rawReport/52_1556.pdf'
다올투자증권,23.06.09,[Errno 2] No such file or directory: 'rawReport/52_1557.pdf'
유안타증권,23.06.09,[Errno 2] No such file or directory: 'rawReport/52_1558.pdf'
유진투자증권,23.06.09,[Errno 2] No such file or directory: 'rawReport/52_1559.pdf'
DS투자증권,23.06.09,[Errno 2] No such file or directory: 'rawReport/52_1560.pdf'
