증권사,날짜,텍스트
교보증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_691.pdf'
하나증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_692.pdf'
하나증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_693.pdf'
하나증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_694.pdf'
하나증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_695.pdf'
신한투자증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_696.pdf'
유안타증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_697.pdf'
다올투자증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_698.pdf'
유진투자증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_699.pdf'
키움증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_700.pdf'
키움증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_701.pdf'
IBK투자증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_702.pdf'
유안타증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_703.pdf'
신한투자증권,23.11.13,[Errno 2] No such file or directory: 'rawReport/24_704.pdf'
한화투자증권,23.11.10,[Errno 2] No such file or directory: 'rawReport/24_705.pdf'
교보증권,23.11.10,[Errno 2] No such file or directory: 'rawReport/24_706.pdf'
하나증권,23.11.10,[Errno 2] No such file or directory: 'rawReport/24_707.pdf'
유안타증권,23.11.10,[Errno 2] No such file or directory: 'rawReport/24_708.pdf'
유진투자증권,23.11.10,[Errno 2] No such file or directory: 'rawReport/24_709.pdf'
다올투자증권,23.11.10,[Errno 2] No such file or directory: 'rawReport/24_710.pdf'
교보증권,23.11.09,[Errno 2] No such file or directory: 'rawReport/24_711.pdf'
교보증권,23.11.09,[Errno 2] No such file or directory: 'rawReport/24_712.pdf'
하나증권,23.11.09,[Errno 2] No such file or directory: 'rawReport/24_713.pdf'
다올투자증권,23.11.09,[Errno 2] No such file or directory: 'rawReport/24_714.pdf'
유진투자증권,23.11.09,[Errno 2] No such file or directory: 'rawReport/24_715.pdf'
유안타증권,23.11.09,[Errno 2] No such file or directory: 'rawReport/24_716.pdf'
교보증권,23.11.08,[Errno 2] No such file or directory: 'rawReport/24_717.pdf'
유안타증권,23.11.08,[Errno 2] No such file or directory: 'rawReport/24_718.pdf'
다올투자증권,23.11.08,[Errno 2] No such file or directory: 'rawReport/24_719.pdf'
유진투자증권,23.11.08,[Errno 2] No such file or directory: 'rawReport/24_720.pdf'
