증권사,날짜,텍스트
다올투자증권,24.02.13,[Errno 2] No such file or directory: 'rawReport/8_211.pdf'
키움증권,24.02.13,[Errno 2] No such file or directory: 'rawReport/8_212.pdf'
키움증권,24.02.13,[Errno 2] No such file or directory: 'rawReport/8_213.pdf'
유진투자증권,24.02.13,[Errno 2] No such file or directory: 'rawReport/8_214.pdf'
신한투자증권,24.02.13,[Errno 2] No such file or directory: 'rawReport/8_215.pdf'
교보증권,24.02.08,[Errno 2] No such file or directory: 'rawReport/8_216.pdf'
다올투자증권,24.02.08,[Errno 2] No such file or directory: 'rawReport/8_217.pdf'
유안타증권,24.02.08,[Errno 2] No such file or directory: 'rawReport/8_218.pdf'
유진투자증권,24.02.08,[Errno 2] No such file or directory: 'rawReport/8_219.pdf'
IBK투자증권,24.02.08,[Errno 2] No such file or directory: 'rawReport/8_220.pdf'
교보증권,24.02.07,[Errno 2] No such file or directory: 'rawReport/8_221.pdf'
하나증권,24.02.07,[Errno 2] No such file or directory: 'rawReport/8_222.pdf'
유안타증권,24.02.07,[Errno 2] No such file or directory: 'rawReport/8_223.pdf'
다올투자증권,24.02.07,[Errno 2] No such file or directory: 'rawReport/8_224.pdf'
유진투자증권,24.02.07,[Errno 2] No such file or directory: 'rawReport/8_225.pdf'
신한투자증권,24.02.07,[Errno 2] No such file or directory: 'rawReport/8_226.pdf'
메리츠증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_227.pdf'
교보증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_228.pdf'
신한투자증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_229.pdf'
다올투자증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_230.pdf'
유안타증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_231.pdf'
유진투자증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_232.pdf'
하이투자증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_233.pdf'
IBK투자증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_234.pdf'
신한투자증권,24.02.06,[Errno 2] No such file or directory: 'rawReport/8_235.pdf'
한화투자증권,24.02.05,[Errno 2] No such file or directory: 'rawReport/8_236.pdf'
교보증권,24.02.05,[Errno 2] No such file or directory: 'rawReport/8_237.pdf'
교보증권,24.02.05,[Errno 2] No such file or directory: 'rawReport/8_238.pdf'
하나증권,24.02.05,[Errno 2] No such file or directory: 'rawReport/8_239.pdf'
유안타증권,24.02.05,[Errno 2] No such file or directory: 'rawReport/8_240.pdf'
