증권사,날짜,텍스트
유진투자증권,23.01.11,[Errno 2] No such file or directory: 'rawReport/81_2401.pdf'
유안타증권,23.01.11,[Errno 2] No such file or directory: 'rawReport/81_2402.pdf'
다올투자증권,23.01.11,[Errno 2] No such file or directory: 'rawReport/81_2403.pdf'
하나증권,23.01.11,[Errno 2] No such file or directory: 'rawReport/81_2404.pdf'
이베스트증권,23.01.10,[Errno 2] No such file or directory: 'rawReport/81_2405.pdf'
다올투자증권,23.01.10,[Errno 2] No such file or directory: 'rawReport/81_2406.pdf'
유진투자증권,23.01.10,[Errno 2] No such file or directory: 'rawReport/81_2407.pdf'
유안타증권,23.01.10,[Errno 2] No such file or directory: 'rawReport/81_2408.pdf'
다올투자증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2409.pdf'
유진투자증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2410.pdf'
유안타증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2411.pdf'
한화투자증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2412.pdf'
하나증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2413.pdf'
하나증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2414.pdf'
신한투자증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2415.pdf'
신한투자증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2416.pdf'
키움증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2417.pdf'
키움증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2418.pdf'
신한투자증권,23.01.09,[Errno 2] No such file or directory: 'rawReport/81_2419.pdf'
유안타증권,23.01.06,[Errno 2] No such file or directory: 'rawReport/81_2420.pdf'
하나증권,23.01.06,[Errno 2] No such file or directory: 'rawReport/81_2421.pdf'
유진투자증권,23.01.06,[Errno 2] No such file or directory: 'rawReport/81_2422.pdf'
다올투자증권,23.01.06,[Errno 2] No such file or directory: 'rawReport/81_2423.pdf'
키움증권,23.01.06,[Errno 2] No such file or directory: 'rawReport/81_2424.pdf'
한화투자증권,23.01.05,[Errno 2] No such file or directory: 'rawReport/81_2425.pdf'
메리츠증권,23.01.05,[Errno 2] No such file or directory: 'rawReport/81_2426.pdf'
유진투자증권,23.01.05,[Errno 2] No such file or directory: 'rawReport/81_2427.pdf'
한화투자증권,23.01.05,[Errno 2] No such file or directory: 'rawReport/81_2428.pdf'
하나증권,23.01.05,[Errno 2] No such file or directory: 'rawReport/81_2429.pdf'
하나증권,23.01.05,[Errno 2] No such file or directory: 'rawReport/81_2430.pdf'
