증권사,날짜,텍스트
유안타증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/20_571.pdf'
다올투자증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/20_572.pdf'
유진투자증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/20_573.pdf'
키움증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/20_574.pdf'
IBK투자증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/20_575.pdf'
키움증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/20_576.pdf'
키움증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/20_577.pdf'
교보증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_578.pdf'
하나증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_579.pdf'
이베스트증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_580.pdf'
한화투자증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_581.pdf'
신한투자증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_582.pdf'
유안타증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_583.pdf'
다올투자증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_584.pdf'
유진투자증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_585.pdf'
신한투자증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_586.pdf'
미래에셋증권,23.12.01,[Errno 2] No such file or directory: 'rawReport/20_587.pdf'
신한투자증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_588.pdf'
한화투자증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_589.pdf'
키움증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_590.pdf'
IBK투자증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_591.pdf'
하이투자증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_592.pdf'
다올투자증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_593.pdf'
교보증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_594.pdf'
하나증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_595.pdf'
유진투자증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_596.pdf'
유안타증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_597.pdf'
신한투자증권,23.11.30,[Errno 2] No such file or directory: 'rawReport/20_598.pdf'
교보증권,23.11.29,[Errno 2] No such file or directory: 'rawReport/20_599.pdf'
하나증권,23.11.29,[Errno 2] No such file or directory: 'rawReport/20_600.pdf'
