증권사,날짜,텍스트
IBK투자증권,23.12.11,[Errno 2] No such file or directory: 'rawReport/19_541.pdf'
키움증권,23.12.11,[Errno 2] No such file or directory: 'rawReport/19_542.pdf'
유안타증권,23.12.11,[Errno 2] No such file or directory: 'rawReport/19_543.pdf'
신한투자증권,23.12.11,[Errno 2] No such file or directory: 'rawReport/19_544.pdf'
신한투자증권,23.12.08,[Errno 2] No such file or directory: 'rawReport/19_545.pdf'
한화투자증권,23.12.08,[Errno 2] No such file or directory: 'rawReport/19_546.pdf'
유안타증권,23.12.08,[Errno 2] No such file or directory: 'rawReport/19_547.pdf'
다올투자증권,23.12.08,[Errno 2] No such file or directory: 'rawReport/19_548.pdf'
유진투자증권,23.12.08,[Errno 2] No such file or directory: 'rawReport/19_549.pdf'
키움증권,23.12.08,[Errno 2] No such file or directory: 'rawReport/19_550.pdf'
이베스트증권,23.12.07,[Errno 2] No such file or directory: 'rawReport/19_551.pdf'
다올투자증권,23.12.07,[Errno 2] No such file or directory: 'rawReport/19_552.pdf'
유진투자증권,23.12.07,[Errno 2] No such file or directory: 'rawReport/19_553.pdf'
유안타증권,23.12.07,[Errno 2] No such file or directory: 'rawReport/19_554.pdf'
교보증권,23.12.06,[Errno 2] No such file or directory: 'rawReport/19_555.pdf'
교보증권,23.12.06,[Errno 2] No such file or directory: 'rawReport/19_556.pdf'
하나증권,23.12.06,[Errno 2] No such file or directory: 'rawReport/19_557.pdf'
다올투자증권,23.12.06,[Errno 2] No such file or directory: 'rawReport/19_558.pdf'
유안타증권,23.12.06,[Errno 2] No such file or directory: 'rawReport/19_559.pdf'
유진투자증권,23.12.06,[Errno 2] No such file or directory: 'rawReport/19_560.pdf'
신한투자증권,23.12.06,[Errno 2] No such file or directory: 'rawReport/19_561.pdf'
한화투자증권,23.12.05,[Errno 2] No such file or directory: 'rawReport/19_562.pdf'
교보증권,23.12.05,[Errno 2] No such file or directory: 'rawReport/19_563.pdf'
신한투자증권,23.12.05,[Errno 2] No such file or directory: 'rawReport/19_564.pdf'
유진투자증권,23.12.05,[Errno 2] No such file or directory: 'rawReport/19_565.pdf'
유안타증권,23.12.05,[Errno 2] No such file or directory: 'rawReport/19_566.pdf'
다올투자증권,23.12.05,[Errno 2] No such file or directory: 'rawReport/19_567.pdf'
교보증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/19_568.pdf'
교보증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/19_569.pdf'
하나증권,23.12.04,[Errno 2] No such file or directory: 'rawReport/19_570.pdf'
