증권사,날짜,텍스트
한화투자증권,24.01.19,[Errno 2] No such file or directory: 'rawReport/12_331.pdf'
한화투자증권,24.01.19,[Errno 2] No such file or directory: 'rawReport/12_332.pdf'
교보증권,24.01.19,[Errno 2] No such file or directory: 'rawReport/12_333.pdf'
다올투자증권,24.01.19,[Errno 2] No such file or directory: 'rawReport/12_334.pdf'
유진투자증권,24.01.19,[Errno 2] No such file or directory: 'rawReport/12_335.pdf'
유안타증권,24.01.19,[Errno 2] No such file or directory: 'rawReport/12_336.pdf'
신한투자증권,24.01.19,[Errno 2] No such file or directory: 'rawReport/12_337.pdf'
신한투자증권,24.01.18,[Errno 2] No such file or directory: 'rawReport/12_338.pdf'
교보증권,24.01.18,[Errno 2] No such file or directory: 'rawReport/12_339.pdf'
교보증권,24.01.18,[Errno 2] No such file or directory: 'rawReport/12_340.pdf'
하나증권,24.01.18,[Errno 2] No such file or directory: 'rawReport/12_341.pdf'
다올투자증권,24.01.18,[Errno 2] No such file or directory: 'rawReport/12_342.pdf'
유진투자증권,24.01.18,[Errno 2] No such file or directory: 'rawReport/12_343.pdf'
유안타증권,24.01.18,[Errno 2] No such file or directory: 'rawReport/12_344.pdf'
유안타증권,24.01.18,[Errno 2] No such file or directory: 'rawReport/12_345.pdf'
교보증권,24.01.17,[Errno 2] No such file or directory: 'rawReport/12_346.pdf'
하나증권,24.01.17,[Errno 2] No such file or directory: 'rawReport/12_347.pdf'
하나증권,24.01.17,[Errno 2] No such file or directory: 'rawReport/12_348.pdf'
다올투자증권,24.01.17,[Errno 2] No such file or directory: 'rawReport/12_349.pdf'
유진투자증권,24.01.17,[Errno 2] No such file or directory: 'rawReport/12_350.pdf'
유안타증권,24.01.17,[Errno 2] No such file or directory: 'rawReport/12_351.pdf'
신한투자증권,24.01.17,[Errno 2] No such file or directory: 'rawReport/12_352.pdf'
신한투자증권,24.01.17,[Errno 2] No such file or directory: 'rawReport/12_353.pdf'
한화투자증권,24.01.16,[Errno 2] No such file or directory: 'rawReport/12_354.pdf'
교보증권,24.01.16,[Errno 2] No such file or directory: 'rawReport/12_355.pdf'
유안타증권,24.01.16,[Errno 2] No such file or directory: 'rawReport/12_356.pdf'
다올투자증권,24.01.16,[Errno 2] No such file or directory: 'rawReport/12_357.pdf'
유진투자증권,24.01.16,[Errno 2] No such file or directory: 'rawReport/12_358.pdf'
하이투자증권,24.01.16,[Errno 2] No such file or directory: 'rawReport/12_359.pdf'
신한투자증권,24.01.16,[Errno 2] No such file or directory: 'rawReport/12_360.pdf'
