증권사,날짜,텍스트
한화투자증권,23.01.25,[Errno 2] No such file or directory: 'rawReport/79_2341.pdf'
교보증권,23.01.25,[Errno 2] No such file or directory: 'rawReport/79_2342.pdf'
신한투자증권,23.01.25,[Errno 2] No such file or directory: 'rawReport/79_2343.pdf'
미래에셋증권,23.01.20,[Errno 2] No such file or directory: 'rawReport/79_2344.pdf'
유진투자증권,23.01.20,[Errno 2] No such file or directory: 'rawReport/79_2345.pdf'
유안타증권,23.01.20,[Errno 2] No such file or directory: 'rawReport/79_2346.pdf'
교보증권,23.01.20,[Errno 2] No such file or directory: 'rawReport/79_2347.pdf'
다올투자증권,23.01.20,[Errno 2] No such file or directory: 'rawReport/79_2348.pdf'
교보증권,23.01.19,[Errno 2] No such file or directory: 'rawReport/79_2349.pdf'
유진투자증권,23.01.19,[Errno 2] No such file or directory: 'rawReport/79_2350.pdf'
다올투자증권,23.01.19,[Errno 2] No such file or directory: 'rawReport/79_2351.pdf'
신한투자증권,23.01.19,[Errno 2] No such file or directory: 'rawReport/79_2352.pdf'
유안타증권,23.01.19,[Errno 2] No such file or directory: 'rawReport/79_2353.pdf'
하나증권,23.01.19,[Errno 2] No such file or directory: 'rawReport/79_2354.pdf'
하나증권,23.01.19,[Errno 2] No such file or directory: 'rawReport/79_2355.pdf'
교보증권,23.01.18,[Errno 2] No such file or directory: 'rawReport/79_2356.pdf'
신한투자증권,23.01.18,[Errno 2] No such file or directory: 'rawReport/79_2357.pdf'
유진투자증권,23.01.18,[Errno 2] No such file or directory: 'rawReport/79_2358.pdf'
다올투자증권,23.01.18,[Errno 2] No such file or directory: 'rawReport/79_2359.pdf'
하이투자증권,23.01.18,[Errno 2] No such file or directory: 'rawReport/79_2360.pdf'
유안타증권,23.01.18,[Errno 2] No such file or directory: 'rawReport/79_2361.pdf'
유안타증권,23.01.18,[Errno 2] No such file or directory: 'rawReport/79_2362.pdf'
하나증권,23.01.18,[Errno 2] No such file or directory: 'rawReport/79_2363.pdf'
신한투자증권,23.01.17,[Errno 2] No such file or directory: 'rawReport/79_2364.pdf'
교보증권,23.01.17,[Errno 2] No such file or directory: 'rawReport/79_2365.pdf'
유안타증권,23.01.17,[Errno 2] No such file or directory: 'rawReport/79_2366.pdf'
유진투자증권,23.01.17,[Errno 2] No such file or directory: 'rawReport/79_2367.pdf'
다올투자증권,23.01.17,[Errno 2] No such file or directory: 'rawReport/79_2368.pdf'
하나증권,23.01.17,[Errno 2] No such file or directory: 'rawReport/79_2369.pdf'
신한투자증권,23.01.16,[Errno 2] No such file or directory: 'rawReport/79_2370.pdf'
