증권사,날짜,텍스트
신한투자증권,23.12.21,[Errno 2] No such file or directory: 'rawReport/17_481.pdf'
교보증권,23.12.20,[Errno 2] No such file or directory: 'rawReport/17_482.pdf'
하나증권,23.12.20,[Errno 2] No such file or directory: 'rawReport/17_483.pdf'
유안타증권,23.12.20,[Errno 2] No such file or directory: 'rawReport/17_484.pdf'
다올투자증권,23.12.20,[Errno 2] No such file or directory: 'rawReport/17_485.pdf'
유진투자증권,23.12.20,[Errno 2] No such file or directory: 'rawReport/17_486.pdf'
교보증권,23.12.19,[Errno 2] No such file or directory: 'rawReport/17_487.pdf'
다올투자증권,23.12.19,[Errno 2] No such file or directory: 'rawReport/17_488.pdf'
유진투자증권,23.12.19,[Errno 2] No such file or directory: 'rawReport/17_489.pdf'
유안타증권,23.12.19,[Errno 2] No such file or directory: 'rawReport/17_490.pdf'
한화투자증권,23.12.18,[Errno 2] No such file or directory: 'rawReport/17_491.pdf'
교보증권,23.12.18,[Errno 2] No such file or directory: 'rawReport/17_492.pdf'
유진투자증권,23.12.18,[Errno 2] No such file or directory: 'rawReport/17_493.pdf'
다올투자증권,23.12.18,[Errno 2] No such file or directory: 'rawReport/17_494.pdf'
유안타증권,23.12.18,[Errno 2] No such file or directory: 'rawReport/17_495.pdf'
키움증권,23.12.18,[Errno 2] No such file or directory: 'rawReport/17_496.pdf'
키움증권,23.12.18,[Errno 2] No such file or directory: 'rawReport/17_497.pdf'
신한투자증권,23.12.18,[Errno 2] No such file or directory: 'rawReport/17_498.pdf'
한화투자증권,23.12.15,[Errno 2] No such file or directory: 'rawReport/17_499.pdf'
교보증권,23.12.15,[Errno 2] No such file or directory: 'rawReport/17_500.pdf'
교보증권,23.12.15,[Errno 2] No such file or directory: 'rawReport/17_501.pdf'
다올투자증권,23.12.15,[Errno 2] No such file or directory: 'rawReport/17_502.pdf'
유진투자증권,23.12.15,[Errno 2] No such file or directory: 'rawReport/17_503.pdf'
신한투자증권,23.12.15,[Errno 2] No such file or directory: 'rawReport/17_504.pdf'
유안타증권,23.12.15,[Errno 2] No such file or directory: 'rawReport/17_505.pdf'
하나증권,23.12.14,[Errno 2] No such file or directory: 'rawReport/17_506.pdf'
한화투자증권,23.12.14,[Errno 2] No such file or directory: 'rawReport/17_507.pdf'
교보증권,23.12.14,[Errno 2] No such file or directory: 'rawReport/17_508.pdf'
교보증권,23.12.14,[Errno 2] No such file or directory: 'rawReport/17_509.pdf'
교보증권,23.12.14,[Errno 2] No such file or directory: 'rawReport/17_510.pdf'
