증권사,날짜,텍스트
하나증권,16.07.05,[Errno 2] No such file or directory: 'rawReport/149_4441.pdf'
이베스트투자증권,16.07.05,[Errno 2] No such file or directory: 'rawReport/149_4442.pdf'
LIG투자증권,16.07.04,[Errno 2] No such file or directory: 'rawReport/149_4443.pdf'
이베스트투자증권,16.07.04,[Errno 2] No such file or directory: 'rawReport/149_4444.pdf'
현대차증권,16.07.04,[Errno 2] No such file or directory: 'rawReport/149_4445.pdf'
현대차증권,16.07.04,[Errno 2] No such file or directory: 'rawReport/149_4446.pdf'
이베스트투자증권,16.07.01,[Errno 2] No such file or directory: 'rawReport/149_4447.pdf'
하나증권,16.06.30,[Errno 2] No such file or directory: 'rawReport/149_4448.pdf'
하나증권,16.06.29,[Errno 2] No such file or directory: 'rawReport/149_4449.pdf'
하나증권,16.06.29,[Errno 2] No such file or directory: 'rawReport/149_4450.pdf'
이베스트투자증권,16.06.29,[Errno 2] No such file or directory: 'rawReport/149_4451.pdf'
하나증권,16.06.28,[Errno 2] No such file or directory: 'rawReport/149_4452.pdf'
현대차증권,16.06.28,[Errno 2] No such file or directory: 'rawReport/149_4453.pdf'
이베스트투자증권,16.06.27,[Errno 2] No such file or directory: 'rawReport/149_4454.pdf'
현대차증권,16.06.27,[Errno 2] No such file or directory: 'rawReport/149_4455.pdf'
IBK투자증권,16.06.27,[Errno 2] No such file or directory: 'rawReport/149_4456.pdf'
이베스트투자증권,16.06.23,[Errno 2] No such file or directory: 'rawReport/149_4457.pdf'
하나증권,16.06.22,[Errno 2] No such file or directory: 'rawReport/149_4458.pdf'
하나증권,16.06.20,[Errno 2] No such file or directory: 'rawReport/149_4459.pdf'
LIG투자증권,16.06.20,[Errno 2] No such file or directory: 'rawReport/149_4460.pdf'
이베스트투자증권,16.06.20,[Errno 2] No such file or directory: 'rawReport/149_4461.pdf'
현대차증권,16.06.20,[Errno 2] No such file or directory: 'rawReport/149_4462.pdf'
LIG투자증권,16.06.17,[Errno 2] No such file or directory: 'rawReport/149_4463.pdf'
이베스트투자증권,16.06.16,[Errno 2] No such file or directory: 'rawReport/149_4464.pdf'
하나증권,16.06.15,[Errno 2] No such file or directory: 'rawReport/149_4465.pdf'
하나증권,16.06.15,[Errno 2] No such file or directory: 'rawReport/149_4466.pdf'
이베스트투자증권,16.06.14,[Errno 2] No such file or directory: 'rawReport/149_4467.pdf'
하나증권,16.06.13,[Errno 2] No such file or directory: 'rawReport/149_4468.pdf'
LIG투자증권,16.06.13,[Errno 2] No such file or directory: 'rawReport/149_4469.pdf'
현대차증권,16.06.13,[Errno 2] No such file or directory: 'rawReport/149_4470.pdf'
