증권사,날짜,텍스트
IBK투자증권,13.12.09,[Errno 2] No such file or directory: 'rawReport/180_5371.pdf'
키움증권,13.12.02,[Errno 2] No such file or directory: 'rawReport/180_5372.pdf'
현대차증권,13.12.02,[Errno 2] No such file or directory: 'rawReport/180_5373.pdf'
현대차증권,13.12.02,[Errno 2] No such file or directory: 'rawReport/180_5374.pdf'
IBK투자증권,13.12.02,[Errno 2] No such file or directory: 'rawReport/180_5375.pdf'
현대차증권,13.11.25,[Errno 2] No such file or directory: 'rawReport/180_5376.pdf'
현대차증권,13.11.25,[Errno 2] No such file or directory: 'rawReport/180_5377.pdf'
현대차증권,13.11.18,[Errno 2] No such file or directory: 'rawReport/180_5378.pdf'
현대차증권,13.11.18,[Errno 2] No such file or directory: 'rawReport/180_5379.pdf'
KTB투자증권,13.11.18,[Errno 2] No such file or directory: 'rawReport/180_5380.pdf'
현대차증권,13.11.15,[Errno 2] No such file or directory: 'rawReport/180_5381.pdf'
메리츠종금증권,13.11.15,[Errno 2] No such file or directory: 'rawReport/180_5382.pdf'
현대차증권,13.11.13,[Errno 2] No such file or directory: 'rawReport/180_5383.pdf'
현대차증권,13.11.11,[Errno 2] No such file or directory: 'rawReport/180_5384.pdf'
현대차증권,13.11.11,[Errno 2] No such file or directory: 'rawReport/180_5385.pdf'
현대차증권,13.11.11,[Errno 2] No such file or directory: 'rawReport/180_5386.pdf'
메리츠종금증권,13.11.08,[Errno 2] No such file or directory: 'rawReport/180_5387.pdf'
현대차증권,13.11.04,[Errno 2] No such file or directory: 'rawReport/180_5388.pdf'
현대차증권,13.11.04,[Errno 2] No such file or directory: 'rawReport/180_5389.pdf'
KTB투자증권,13.11.04,[Errno 2] No such file or directory: 'rawReport/180_5390.pdf'
현대차증권,13.11.01,[Errno 2] No such file or directory: 'rawReport/180_5391.pdf'
현대차증권,13.11.01,[Errno 2] No such file or directory: 'rawReport/180_5392.pdf'
KTB투자증권,13.10.31,[Errno 2] No such file or directory: 'rawReport/180_5393.pdf'
현대차증권,13.10.31,[Errno 2] No such file or directory: 'rawReport/180_5394.pdf'
현대차증권,13.10.31,[Errno 2] No such file or directory: 'rawReport/180_5395.pdf'
현대차증권,13.10.31,[Errno 2] No such file or directory: 'rawReport/180_5396.pdf'
KTB투자증권,13.10.30,[Errno 2] No such file or directory: 'rawReport/180_5397.pdf'
현대차증권,13.10.28,[Errno 2] No such file or directory: 'rawReport/180_5398.pdf'
현대차증권,13.10.28,[Errno 2] No such file or directory: 'rawReport/180_5399.pdf'
KTB투자증권,13.10.28,[Errno 2] No such file or directory: 'rawReport/180_5400.pdf'
