증권사,날짜,텍스트
다올투자증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/58_1711.pdf'
유안타증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1712.pdf'
한화투자증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1713.pdf'
교보증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1714.pdf'
신한투자증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1715.pdf'
키움증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1716.pdf'
키움증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1717.pdf'
유진투자증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1718.pdf'
다올투자증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1719.pdf'
신한투자증권,23.05.15,[Errno 2] No such file or directory: 'rawReport/58_1720.pdf'
교보증권,23.05.12,[Errno 2] No such file or directory: 'rawReport/58_1721.pdf'
신한투자증권,23.05.12,[Errno 2] No such file or directory: 'rawReport/58_1722.pdf'
유안타증권,23.05.12,[Errno 2] No such file or directory: 'rawReport/58_1723.pdf'
한화투자증권,23.05.12,[Errno 2] No such file or directory: 'rawReport/58_1724.pdf'
하나증권,23.05.12,[Errno 2] No such file or directory: 'rawReport/58_1725.pdf'
하나증권,23.05.12,[Errno 2] No such file or directory: 'rawReport/58_1726.pdf'
유진투자증권,23.05.12,[Errno 2] No such file or directory: 'rawReport/58_1727.pdf'
다올투자증권,23.05.12,[Errno 2] No such file or directory: 'rawReport/58_1728.pdf'
교보증권,23.05.11,[Errno 2] No such file or directory: 'rawReport/58_1729.pdf'
신한투자증권,23.05.11,[Errno 2] No such file or directory: 'rawReport/58_1730.pdf'
유진투자증권,23.05.11,[Errno 2] No such file or directory: 'rawReport/58_1731.pdf'
유안타증권,23.05.11,[Errno 2] No such file or directory: 'rawReport/58_1732.pdf'
하나증권,23.05.11,[Errno 2] No such file or directory: 'rawReport/58_1733.pdf'
다올투자증권,23.05.11,[Errno 2] No such file or directory: 'rawReport/58_1734.pdf'
신한투자증권,23.05.11,[Errno 2] No such file or directory: 'rawReport/58_1735.pdf'
한국투자증권,23.05.11,[Errno 2] No such file or directory: 'rawReport/58_1736.pdf'
유안타증권,23.05.10,[Errno 2] No such file or directory: 'rawReport/58_1737.pdf'
신한투자증권,23.05.10,[Errno 2] No such file or directory: 'rawReport/58_1738.pdf'
교보증권,23.05.10,[Errno 2] No such file or directory: 'rawReport/58_1739.pdf'
유진투자증권,23.05.10,[Errno 2] No such file or directory: 'rawReport/58_1740.pdf'
