증권사,날짜,텍스트
KTB투자증권,12.09.03,[Errno 2] No such file or directory: 'rawReport/192_5731.pdf'
키움증권,12.08.28,[Errno 2] No such file or directory: 'rawReport/192_5732.pdf'
메리츠종금증권,12.08.27,[Errno 2] No such file or directory: 'rawReport/192_5733.pdf'
KTB투자증권,12.08.27,[Errno 2] No such file or directory: 'rawReport/192_5734.pdf'
키움증권,12.08.27,[Errno 2] No such file or directory: 'rawReport/192_5735.pdf'
키움증권,12.08.27,[Errno 2] No such file or directory: 'rawReport/192_5736.pdf'
키움증권,12.08.24,[Errno 2] No such file or directory: 'rawReport/192_5737.pdf'
현대차증권,12.08.20,[Errno 2] No such file or directory: 'rawReport/192_5738.pdf'
현대차증권,12.08.20,[Errno 2] No such file or directory: 'rawReport/192_5739.pdf'
키움증권,12.08.20,[Errno 2] No such file or directory: 'rawReport/192_5740.pdf'
KTB투자증권,12.08.20,[Errno 2] No such file or directory: 'rawReport/192_5741.pdf'
메리츠종금증권,12.08.20,[Errno 2] No such file or directory: 'rawReport/192_5742.pdf'
메리츠종금증권,12.08.14,[Errno 2] No such file or directory: 'rawReport/192_5743.pdf'
키움증권,12.08.13,[Errno 2] No such file or directory: 'rawReport/192_5744.pdf'
현대차증권,12.08.13,[Errno 2] No such file or directory: 'rawReport/192_5745.pdf'
현대차증권,12.08.13,[Errno 2] No such file or directory: 'rawReport/192_5746.pdf'
KTB투자증권,12.08.13,[Errno 2] No such file or directory: 'rawReport/192_5747.pdf'
키움증권,12.08.10,[Errno 2] No such file or directory: 'rawReport/192_5748.pdf'
현대차증권,12.08.10,[Errno 2] No such file or directory: 'rawReport/192_5749.pdf'
메리츠종금증권,12.08.10,[Errno 2] No such file or directory: 'rawReport/192_5750.pdf'
현대차증권,12.08.08,[Errno 2] No such file or directory: 'rawReport/192_5751.pdf'
메리츠종금증권,12.08.06,[Errno 2] No such file or directory: 'rawReport/192_5752.pdf'
현대차증권,12.08.06,[Errno 2] No such file or directory: 'rawReport/192_5753.pdf'
현대차증권,12.08.06,[Errno 2] No such file or directory: 'rawReport/192_5754.pdf'
KTB투자증권,12.08.06,[Errno 2] No such file or directory: 'rawReport/192_5755.pdf'
IBK투자증권,12.08.03,[Errno 2] No such file or directory: 'rawReport/192_5756.pdf'
현대차증권,12.08.02,[Errno 2] No such file or directory: 'rawReport/192_5757.pdf'
현대차증권,12.08.01,[Errno 2] No such file or directory: 'rawReport/192_5758.pdf'
현대차증권,12.08.01,[Errno 2] No such file or directory: 'rawReport/192_5759.pdf'
키움증권,12.07.30,[Errno 2] No such file or directory: 'rawReport/192_5760.pdf'
