증권사,날짜,텍스트
키움증권,13.01.14,[Errno 2] No such file or directory: 'rawReport/189_5641.pdf'
메리츠종금증권,13.01.14,[Errno 2] No such file or directory: 'rawReport/189_5642.pdf'
현대차증권,13.01.14,[Errno 2] No such file or directory: 'rawReport/189_5643.pdf'
현대차증권,13.01.14,[Errno 2] No such file or directory: 'rawReport/189_5644.pdf'
현대차증권,13.01.10,[Errno 2] No such file or directory: 'rawReport/189_5645.pdf'
메리츠종금증권,13.01.07,[Errno 2] No such file or directory: 'rawReport/189_5646.pdf'
현대차증권,13.01.07,[Errno 2] No such file or directory: 'rawReport/189_5647.pdf'
현대차증권,13.01.07,[Errno 2] No such file or directory: 'rawReport/189_5648.pdf'
이트레이드증권,13.01.02,[Errno 2] No such file or directory: 'rawReport/189_5649.pdf'
현대차증권,12.12.31,[Errno 2] No such file or directory: 'rawReport/189_5650.pdf'
현대차증권,12.12.31,[Errno 2] No such file or directory: 'rawReport/189_5651.pdf'
현대차증권,12.12.24,[Errno 2] No such file or directory: 'rawReport/189_5652.pdf'
현대차증권,12.12.24,[Errno 2] No such file or directory: 'rawReport/189_5653.pdf'
메리츠종금증권,12.12.21,[Errno 2] No such file or directory: 'rawReport/189_5654.pdf'
키움증권,12.12.17,[Errno 2] No such file or directory: 'rawReport/189_5655.pdf'
KTB투자증권,12.12.17,[Errno 2] No such file or directory: 'rawReport/189_5656.pdf'
현대차증권,12.12.17,[Errno 2] No such file or directory: 'rawReport/189_5657.pdf'
현대차증권,12.12.17,[Errno 2] No such file or directory: 'rawReport/189_5658.pdf'
메리츠종금증권,12.12.14,[Errno 2] No such file or directory: 'rawReport/189_5659.pdf'
현대차증권,12.12.14,[Errno 2] No such file or directory: 'rawReport/189_5660.pdf'
현대차증권,12.12.13,[Errno 2] No such file or directory: 'rawReport/189_5661.pdf'
현대차증권,12.12.12,[Errno 2] No such file or directory: 'rawReport/189_5662.pdf'
키움증권,12.12.10,[Errno 2] No such file or directory: 'rawReport/189_5663.pdf'
메리츠종금증권,12.12.10,[Errno 2] No such file or directory: 'rawReport/189_5664.pdf'
현대차증권,12.12.10,[Errno 2] No such file or directory: 'rawReport/189_5665.pdf'
현대차증권,12.12.10,[Errno 2] No such file or directory: 'rawReport/189_5666.pdf'
키움증권,12.12.03,[Errno 2] No such file or directory: 'rawReport/189_5667.pdf'
메리츠종금증권,12.12.03,[Errno 2] No such file or directory: 'rawReport/189_5668.pdf'
KTB투자증권,12.12.03,[Errno 2] No such file or directory: 'rawReport/189_5669.pdf'
현대차증권,12.11.30,[Errno 2] No such file or directory: 'rawReport/189_5670.pdf'
