증권사,날짜,텍스트
다올투자증권,23.10.31,[Errno 2] No such file or directory: 'rawReport/27_781.pdf'
하나증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_782.pdf'
한화투자증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_783.pdf'
교보증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_784.pdf'
교보증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_785.pdf'
하나증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_786.pdf'
키움증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_787.pdf'
다올투자증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_788.pdf'
유진투자증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_789.pdf'
유안타증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_790.pdf'
키움증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_791.pdf'
신한투자증권,23.10.30,[Errno 2] No such file or directory: 'rawReport/27_792.pdf'
유진투자증권,23.10.27,[Errno 2] No such file or directory: 'rawReport/27_793.pdf'
유안타증권,23.10.27,[Errno 2] No such file or directory: 'rawReport/27_794.pdf'
한화투자증권,23.10.27,[Errno 2] No such file or directory: 'rawReport/27_795.pdf'
교보증권,23.10.27,[Errno 2] No such file or directory: 'rawReport/27_796.pdf'
교보증권,23.10.27,[Errno 2] No such file or directory: 'rawReport/27_797.pdf'
다올투자증권,23.10.27,[Errno 2] No such file or directory: 'rawReport/27_798.pdf'
키움증권,23.10.27,[Errno 2] No such file or directory: 'rawReport/27_799.pdf'
하나증권,23.10.26,[Errno 2] No such file or directory: 'rawReport/27_800.pdf'
교보증권,23.10.26,[Errno 2] No such file or directory: 'rawReport/27_801.pdf'
유안타증권,23.10.26,[Errno 2] No such file or directory: 'rawReport/27_802.pdf'
다올투자증권,23.10.26,[Errno 2] No such file or directory: 'rawReport/27_803.pdf'
유진투자증권,23.10.26,[Errno 2] No such file or directory: 'rawReport/27_804.pdf'
교보증권,23.10.25,[Errno 2] No such file or directory: 'rawReport/27_805.pdf'
하나증권,23.10.25,[Errno 2] No such file or directory: 'rawReport/27_806.pdf'
다올투자증권,23.10.25,[Errno 2] No such file or directory: 'rawReport/27_807.pdf'
유진투자증권,23.10.25,[Errno 2] No such file or directory: 'rawReport/27_808.pdf'
유안타증권,23.10.25,[Errno 2] No such file or directory: 'rawReport/27_809.pdf'
한화투자증권,23.10.24,[Errno 2] No such file or directory: 'rawReport/27_810.pdf'
