증권사,날짜,텍스트
교보증권,23.06.02,[Errno 2] No such file or directory: 'rawReport/54_1591.pdf'
한화투자증권,23.06.02,[Errno 2] No such file or directory: 'rawReport/54_1592.pdf'
신한투자증권,23.06.02,[Errno 2] No such file or directory: 'rawReport/54_1593.pdf'
유안타증권,23.06.02,[Errno 2] No such file or directory: 'rawReport/54_1594.pdf'
다올투자증권,23.06.02,[Errno 2] No such file or directory: 'rawReport/54_1595.pdf'
유진투자증권,23.06.02,[Errno 2] No such file or directory: 'rawReport/54_1596.pdf'
신한투자증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1597.pdf'
유안타증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1598.pdf'
교보증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1599.pdf'
교보증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1600.pdf'
하나증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1601.pdf'
유진투자증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1602.pdf'
신한투자증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1603.pdf'
다올투자증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1604.pdf'
유진투자증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1605.pdf'
한국투자증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1606.pdf'
DS투자증권,23.06.01,[Errno 2] No such file or directory: 'rawReport/54_1607.pdf'
하이투자증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1608.pdf'
유진투자증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1609.pdf'
유안타증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1610.pdf'
교보증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1611.pdf'
교보증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1612.pdf'
하나증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1613.pdf'
대신증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1614.pdf'
다올투자증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1615.pdf'
신한투자증권,23.05.31,[Errno 2] No such file or directory: 'rawReport/54_1616.pdf'
하나증권,23.05.30,[Errno 2] No such file or directory: 'rawReport/54_1617.pdf'
교보증권,23.05.30,[Errno 2] No such file or directory: 'rawReport/54_1618.pdf'
한화투자증권,23.05.30,[Errno 2] No such file or directory: 'rawReport/54_1619.pdf'
한화투자증권,23.05.30,[Errno 2] No such file or directory: 'rawReport/54_1620.pdf'
