증권사,날짜,텍스트
유안타증권,23.07.14,[Errno 2] No such file or directory: 'rawReport/46_1351.pdf'
신한투자증권,23.07.14,[Errno 2] No such file or directory: 'rawReport/46_1352.pdf'
DS투자증권,23.07.14,[Errno 2] No such file or directory: 'rawReport/46_1353.pdf'
키움증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1354.pdf'
하이투자증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1355.pdf'
교보증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1356.pdf'
한화투자증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1357.pdf'
한국투자증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1358.pdf'
신한투자증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1359.pdf'
교보증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1360.pdf'
교보증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1361.pdf'
유진투자증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1362.pdf'
유안타증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1363.pdf'
다올투자증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1364.pdf'
메리츠증권,23.07.13,[Errno 2] No such file or directory: 'rawReport/46_1365.pdf'
하이투자증권,23.07.12,[Errno 2] No such file or directory: 'rawReport/46_1366.pdf'
신한투자증권,23.07.12,[Errno 2] No such file or directory: 'rawReport/46_1367.pdf'
하나증권,23.07.12,[Errno 2] No such file or directory: 'rawReport/46_1368.pdf'
교보증권,23.07.12,[Errno 2] No such file or directory: 'rawReport/46_1369.pdf'
신한투자증권,23.07.12,[Errno 2] No such file or directory: 'rawReport/46_1370.pdf'
유안타증권,23.07.12,[Errno 2] No such file or directory: 'rawReport/46_1371.pdf'
다올투자증권,23.07.12,[Errno 2] No such file or directory: 'rawReport/46_1372.pdf'
유진투자증권,23.07.12,[Errno 2] No such file or directory: 'rawReport/46_1373.pdf'
유안타증권,23.07.11,[Errno 2] No such file or directory: 'rawReport/46_1374.pdf'
교보증권,23.07.11,[Errno 2] No such file or directory: 'rawReport/46_1375.pdf'
신한투자증권,23.07.11,[Errno 2] No such file or directory: 'rawReport/46_1376.pdf'
다올투자증권,23.07.11,[Errno 2] No such file or directory: 'rawReport/46_1377.pdf'
유진투자증권,23.07.11,[Errno 2] No such file or directory: 'rawReport/46_1378.pdf'
신한투자증권,23.07.11,[Errno 2] No such file or directory: 'rawReport/46_1379.pdf'
한화투자증권,23.07.10,[Errno 2] No such file or directory: 'rawReport/46_1380.pdf'
