증권사,날짜,텍스트
키움증권,23.02.27,[Errno 2] No such file or directory: 'rawReport/73_2161.pdf'
유진투자증권,23.02.27,[Errno 2] No such file or directory: 'rawReport/73_2162.pdf'
신한투자증권,23.02.27,[Errno 2] No such file or directory: 'rawReport/73_2163.pdf'
다올투자증권,23.02.27,[Errno 2] No such file or directory: 'rawReport/73_2164.pdf'
유안타증권,23.02.27,[Errno 2] No such file or directory: 'rawReport/73_2165.pdf'
한화투자증권,23.02.27,[Errno 2] No such file or directory: 'rawReport/73_2166.pdf'
교보증권,23.02.27,[Errno 2] No such file or directory: 'rawReport/73_2167.pdf'
교보증권,23.02.27,[Errno 2] No such file or directory: 'rawReport/73_2168.pdf'
신한투자증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2169.pdf'
다올투자증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2170.pdf'
유진투자증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2171.pdf'
유안타증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2172.pdf'
교보증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2173.pdf'
하나증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2174.pdf'
이베스트증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2175.pdf'
신한투자증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2176.pdf'
신한투자증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2177.pdf'
유진투자증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2178.pdf'
키움증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2179.pdf'
DS투자증권,23.02.24,[Errno 2] No such file or directory: 'rawReport/73_2180.pdf'
한화투자증권,23.02.23,[Errno 2] No such file or directory: 'rawReport/73_2181.pdf'
교보증권,23.02.23,[Errno 2] No such file or directory: 'rawReport/73_2182.pdf'
하이투자증권,23.02.23,[Errno 2] No such file or directory: 'rawReport/73_2183.pdf'
유진투자증권,23.02.23,[Errno 2] No such file or directory: 'rawReport/73_2184.pdf'
유안타증권,23.02.23,[Errno 2] No such file or directory: 'rawReport/73_2185.pdf'
교보증권,23.02.23,[Errno 2] No such file or directory: 'rawReport/73_2186.pdf'
하나증권,23.02.23,[Errno 2] No such file or directory: 'rawReport/73_2187.pdf'
다올투자증권,23.02.23,[Errno 2] No such file or directory: 'rawReport/73_2188.pdf'
유진투자증권,23.02.22,[Errno 2] No such file or directory: 'rawReport/73_2189.pdf'
다올투자증권,23.02.22,[Errno 2] No such file or directory: 'rawReport/73_2190.pdf'
