증권사,날짜,텍스트
신한투자증권,23.05.22,[Errno 2] No such file or directory: 'rawReport/57_1681.pdf'
신한투자증권,23.05.19,[Errno 2] No such file or directory: 'rawReport/57_1682.pdf'
유안타증권,23.05.19,[Errno 2] No such file or directory: 'rawReport/57_1683.pdf'
교보증권,23.05.19,[Errno 2] No such file or directory: 'rawReport/57_1684.pdf'
키움증권,23.05.19,[Errno 2] No such file or directory: 'rawReport/57_1685.pdf'
다올투자증권,23.05.19,[Errno 2] No such file or directory: 'rawReport/57_1686.pdf'
유진투자증권,23.05.19,[Errno 2] No such file or directory: 'rawReport/57_1687.pdf'
신한투자증권,23.05.18,[Errno 2] No such file or directory: 'rawReport/57_1688.pdf'
교보증권,23.05.18,[Errno 2] No such file or directory: 'rawReport/57_1689.pdf'
이베스트증권,23.05.18,[Errno 2] No such file or directory: 'rawReport/57_1690.pdf'
신한투자증권,23.05.18,[Errno 2] No such file or directory: 'rawReport/57_1691.pdf'
유진투자증권,23.05.18,[Errno 2] No such file or directory: 'rawReport/57_1692.pdf'
유안타증권,23.05.18,[Errno 2] No such file or directory: 'rawReport/57_1693.pdf'
다올투자증권,23.05.18,[Errno 2] No such file or directory: 'rawReport/57_1694.pdf'
신한투자증권,23.05.17,[Errno 2] No such file or directory: 'rawReport/57_1695.pdf'
교보증권,23.05.17,[Errno 2] No such file or directory: 'rawReport/57_1696.pdf'
유진투자증권,23.05.17,[Errno 2] No such file or directory: 'rawReport/57_1697.pdf'
유안타증권,23.05.17,[Errno 2] No such file or directory: 'rawReport/57_1698.pdf'
유안타증권,23.05.17,[Errno 2] No such file or directory: 'rawReport/57_1699.pdf'
하나증권,23.05.17,[Errno 2] No such file or directory: 'rawReport/57_1700.pdf'
다올투자증권,23.05.17,[Errno 2] No such file or directory: 'rawReport/57_1701.pdf'
DS투자증권,23.05.17,[Errno 2] No such file or directory: 'rawReport/57_1702.pdf'
한화투자증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/57_1703.pdf'
신한투자증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/57_1704.pdf'
교보증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/57_1705.pdf'
유진투자증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/57_1706.pdf'
유안타증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/57_1707.pdf'
한화투자증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/57_1708.pdf'
하나증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/57_1709.pdf'
하나증권,23.05.16,[Errno 2] No such file or directory: 'rawReport/57_1710.pdf'
