증권사,날짜,텍스트
한화투자증권,23.09.01,[Errno 2] No such file or directory: 'rawReport/36_1051.pdf'
유안타증권,23.09.01,[Errno 2] No such file or directory: 'rawReport/36_1052.pdf'
유진투자증권,23.09.01,[Errno 2] No such file or directory: 'rawReport/36_1053.pdf'
다올투자증권,23.09.01,[Errno 2] No such file or directory: 'rawReport/36_1054.pdf'
신한투자증권,23.09.01,[Errno 2] No such file or directory: 'rawReport/36_1055.pdf'
키움증권,23.09.01,[Errno 2] No such file or directory: 'rawReport/36_1056.pdf'
하이투자증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1057.pdf'
교보증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1058.pdf'
교보증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1059.pdf'
다올투자증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1060.pdf'
유안타증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1061.pdf'
유진투자증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1062.pdf'
신한투자증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1063.pdf'
유안타증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1064.pdf'
신한투자증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1065.pdf'
신한투자증권,23.08.31,[Errno 2] No such file or directory: 'rawReport/36_1066.pdf'
교보증권,23.08.30,[Errno 2] No such file or directory: 'rawReport/36_1067.pdf'
하나증권,23.08.30,[Errno 2] No such file or directory: 'rawReport/36_1068.pdf'
유진투자증권,23.08.30,[Errno 2] No such file or directory: 'rawReport/36_1069.pdf'
유안타증권,23.08.30,[Errno 2] No such file or directory: 'rawReport/36_1070.pdf'
다올투자증권,23.08.30,[Errno 2] No such file or directory: 'rawReport/36_1071.pdf'
키움증권,23.08.30,[Errno 2] No such file or directory: 'rawReport/36_1072.pdf'
유안타증권,23.08.29,[Errno 2] No such file or directory: 'rawReport/36_1073.pdf'
한화투자증권,23.08.29,[Errno 2] No such file or directory: 'rawReport/36_1074.pdf'
교보증권,23.08.29,[Errno 2] No such file or directory: 'rawReport/36_1075.pdf'
다올투자증권,23.08.29,[Errno 2] No such file or directory: 'rawReport/36_1076.pdf'
유진투자증권,23.08.29,[Errno 2] No such file or directory: 'rawReport/36_1077.pdf'
하나증권,23.08.28,[Errno 2] No such file or directory: 'rawReport/36_1078.pdf'
한화투자증권,23.08.28,[Errno 2] No such file or directory: 'rawReport/36_1079.pdf'
교보증권,23.08.28,[Errno 2] No such file or directory: 'rawReport/36_1080.pdf'
