증권사,날짜,텍스트
현대차증권,13.06.24,[Errno 2] No such file or directory: 'rawReport/185_5521.pdf'
KTB투자증권,13.06.24,[Errno 2] No such file or directory: 'rawReport/185_5522.pdf'
KTB투자증권,13.06.20,[Errno 2] No such file or directory: 'rawReport/185_5523.pdf'
현대차증권,13.06.20,[Errno 2] No such file or directory: 'rawReport/185_5524.pdf'
현대차증권,13.06.19,[Errno 2] No such file or directory: 'rawReport/185_5525.pdf'
현대차증권,13.06.19,[Errno 2] No such file or directory: 'rawReport/185_5526.pdf'
KTB투자증권,13.06.17,[Errno 2] No such file or directory: 'rawReport/185_5527.pdf'
현대차증권,13.06.14,[Errno 2] No such file or directory: 'rawReport/185_5528.pdf'
메리츠종금증권,13.06.14,[Errno 2] No such file or directory: 'rawReport/185_5529.pdf'
KTB투자증권,13.06.13,[Errno 2] No such file or directory: 'rawReport/185_5530.pdf'
이트레이드증권,13.06.12,[Errno 2] No such file or directory: 'rawReport/185_5531.pdf'
현대차증권,13.06.12,[Errno 2] No such file or directory: 'rawReport/185_5532.pdf'
현대차증권,13.06.10,[Errno 2] No such file or directory: 'rawReport/185_5533.pdf'
현대차증권,13.06.10,[Errno 2] No such file or directory: 'rawReport/185_5534.pdf'
KTB투자증권,13.06.10,[Errno 2] No such file or directory: 'rawReport/185_5535.pdf'
현대차증권,13.06.03,[Errno 2] No such file or directory: 'rawReport/185_5536.pdf'
현대차증권,13.06.03,[Errno 2] No such file or directory: 'rawReport/185_5537.pdf'
KTB투자증권,13.06.03,[Errno 2] No such file or directory: 'rawReport/185_5538.pdf'
이트레이드증권,13.05.29,[Errno 2] No such file or directory: 'rawReport/185_5539.pdf'
현대차증권,13.05.27,[Errno 2] No such file or directory: 'rawReport/185_5540.pdf'
현대차증권,13.05.27,[Errno 2] No such file or directory: 'rawReport/185_5541.pdf'
KTB투자증권,13.05.27,[Errno 2] No such file or directory: 'rawReport/185_5542.pdf'
IBK투자증권,13.05.20,[Errno 2] No such file or directory: 'rawReport/185_5543.pdf'
현대차증권,13.05.20,[Errno 2] No such file or directory: 'rawReport/185_5544.pdf'
현대차증권,13.05.20,[Errno 2] No such file or directory: 'rawReport/185_5545.pdf'
현대차증권,13.05.20,[Errno 2] No such file or directory: 'rawReport/185_5546.pdf'
KTB투자증권,13.05.20,[Errno 2] No such file or directory: 'rawReport/185_5547.pdf'
IBK투자증권,13.05.13,[Errno 2] No such file or directory: 'rawReport/185_5548.pdf'
현대차증권,13.05.13,[Errno 2] No such file or directory: 'rawReport/185_5549.pdf'
KTB투자증권,13.05.13,[Errno 2] No such file or directory: 'rawReport/185_5550.pdf'
