증권사,날짜,텍스트
IBK투자증권,12.05.15,[Errno 2] No such file or directory: 'rawReport/195_5821.pdf'
키움증권,12.05.14,[Errno 2] No such file or directory: 'rawReport/195_5822.pdf'
메리츠종금증권,12.05.14,[Errno 2] No such file or directory: 'rawReport/195_5823.pdf'
KTB투자증권,12.05.14,[Errno 2] No such file or directory: 'rawReport/195_5824.pdf'
키움증권,12.05.07,[Errno 2] No such file or directory: 'rawReport/195_5825.pdf'
키움증권,12.05.07,[Errno 2] No such file or directory: 'rawReport/195_5826.pdf'
현대차증권,12.05.02,[Errno 2] No such file or directory: 'rawReport/195_5827.pdf'
키움증권,12.04.30,[Errno 2] No such file or directory: 'rawReport/195_5828.pdf'
현대차증권,12.04.30,[Errno 2] No such file or directory: 'rawReport/195_5829.pdf'
KTB투자증권,12.04.30,[Errno 2] No such file or directory: 'rawReport/195_5830.pdf'
현대차증권,12.04.26,[Errno 2] No such file or directory: 'rawReport/195_5831.pdf'
IBK투자증권,12.04.25,[Errno 2] No such file or directory: 'rawReport/195_5832.pdf'
메리츠종금증권,12.04.23,[Errno 2] No such file or directory: 'rawReport/195_5833.pdf'
현대차증권,12.04.23,[Errno 2] No such file or directory: 'rawReport/195_5834.pdf'
현대차증권,12.04.19,[Errno 2] No such file or directory: 'rawReport/195_5835.pdf'
키움증권,12.04.16,[Errno 2] No such file or directory: 'rawReport/195_5836.pdf'
KTB투자증권,12.04.16,[Errno 2] No such file or directory: 'rawReport/195_5837.pdf'
현대차증권,12.04.16,[Errno 2] No such file or directory: 'rawReport/195_5838.pdf'
현대차증권,12.04.16,[Errno 2] No such file or directory: 'rawReport/195_5839.pdf'
현대차증권,12.04.12,[Errno 2] No such file or directory: 'rawReport/195_5840.pdf'
키움증권,12.04.09,[Errno 2] No such file or directory: 'rawReport/195_5841.pdf'
현대차증권,12.04.09,[Errno 2] No such file or directory: 'rawReport/195_5842.pdf'
KTB투자증권,12.04.09,[Errno 2] No such file or directory: 'rawReport/195_5843.pdf'
키움증권,12.04.02,[Errno 2] No such file or directory: 'rawReport/195_5844.pdf'
KTB투자증권,12.04.02,[Errno 2] No such file or directory: 'rawReport/195_5845.pdf'
현대차증권,12.04.02,[Errno 2] No such file or directory: 'rawReport/195_5846.pdf'
현대차증권,12.03.30,[Errno 2] No such file or directory: 'rawReport/195_5847.pdf'
키움증권,12.03.26,[Errno 2] No such file or directory: 'rawReport/195_5848.pdf'
현대차증권,12.03.26,[Errno 2] No such file or directory: 'rawReport/195_5849.pdf'
KTB투자증권,12.03.26,[Errno 2] No such file or directory: 'rawReport/195_5850.pdf'
