증권사,날짜,텍스트
IBK투자증권,11.06.16,[Errno 2] No such file or directory: 'rawReport/200_5971.pdf'
IBK투자증권,11.06.15,[Errno 2] No such file or directory: 'rawReport/200_5972.pdf'
IBK투자증권,11.06.14,[Errno 2] No such file or directory: 'rawReport/200_5973.pdf'
KTB투자증권,11.06.13,[Errno 2] No such file or directory: 'rawReport/200_5974.pdf'
IBK투자증권,11.06.13,[Errno 2] No such file or directory: 'rawReport/200_5975.pdf'
키움증권,11.06.13,[Errno 2] No such file or directory: 'rawReport/200_5976.pdf'
IBK투자증권,11.06.10,[Errno 2] No such file or directory: 'rawReport/200_5977.pdf'
IBK투자증권,11.06.09,[Errno 2] No such file or directory: 'rawReport/200_5978.pdf'
IBK투자증권,11.06.08,[Errno 2] No such file or directory: 'rawReport/200_5979.pdf'
IBK투자증권,11.06.07,[Errno 2] No such file or directory: 'rawReport/200_5980.pdf'
키움증권,11.06.07,[Errno 2] No such file or directory: 'rawReport/200_5981.pdf'
IBK투자증권,11.06.03,[Errno 2] No such file or directory: 'rawReport/200_5982.pdf'
키움증권,11.06.02,[Errno 2] No such file or directory: 'rawReport/200_5983.pdf'
키움증권,11.06.02,[Errno 2] No such file or directory: 'rawReport/200_5984.pdf'
IBK투자증권,11.06.02,[Errno 2] No such file or directory: 'rawReport/200_5985.pdf'
IBK투자증권,11.06.01,[Errno 2] No such file or directory: 'rawReport/200_5986.pdf'
IBK투자증권,11.05.31,[Errno 2] No such file or directory: 'rawReport/200_5987.pdf'
IBK투자증권,11.05.30,[Errno 2] No such file or directory: 'rawReport/200_5988.pdf'
IBK투자증권,11.05.27,[Errno 2] No such file or directory: 'rawReport/200_5989.pdf'
IBK투자증권,11.05.26,[Errno 2] No such file or directory: 'rawReport/200_5990.pdf'
IBK투자증권,11.05.25,[Errno 2] No such file or directory: 'rawReport/200_5991.pdf'
IBK투자증권,11.05.24,[Errno 2] No such file or directory: 'rawReport/200_5992.pdf'
IBK투자증권,11.05.23,[Errno 2] No such file or directory: 'rawReport/200_5993.pdf'
키움증권,11.05.23,[Errno 2] No such file or directory: 'rawReport/200_5994.pdf'
IBK투자증권,11.05.20,[Errno 2] No such file or directory: 'rawReport/200_5995.pdf'
IBK투자증권,11.05.19,[Errno 2] No such file or directory: 'rawReport/200_5996.pdf'
IBK투자증권,11.05.18,[Errno 2] No such file or directory: 'rawReport/200_5997.pdf'
IBK투자증권,11.05.17,[Errno 2] No such file or directory: 'rawReport/200_5998.pdf'
IBK투자증권,11.05.16,[Errno 2] No such file or directory: 'rawReport/200_5999.pdf'
키움증권,11.05.16,[Errno 2] No such file or directory: 'rawReport/200_6000.pdf'
