증권사,날짜,텍스트
KTB투자증권,14.01.20,[Errno 2] No such file or directory: 'rawReport/179_5341.pdf'
IBK투자증권,14.01.14,[Errno 2] No such file or directory: 'rawReport/179_5342.pdf'
현대차증권,14.01.13,[Errno 2] No such file or directory: 'rawReport/179_5343.pdf'
현대차증권,14.01.13,[Errno 2] No such file or directory: 'rawReport/179_5344.pdf'
IBK투자증권,14.01.13,[Errno 2] No such file or directory: 'rawReport/179_5345.pdf'
메리츠종금증권,14.01.13,[Errno 2] No such file or directory: 'rawReport/179_5346.pdf'
KTB투자증권,14.01.13,[Errno 2] No such file or directory: 'rawReport/179_5347.pdf'
현대차증권,14.01.10,[Errno 2] No such file or directory: 'rawReport/179_5348.pdf'
현대차증권,14.01.08,[Errno 2] No such file or directory: 'rawReport/179_5349.pdf'
현대차증권,14.01.06,[Errno 2] No such file or directory: 'rawReport/179_5350.pdf'
현대차증권,14.01.06,[Errno 2] No such file or directory: 'rawReport/179_5351.pdf'
IBK투자증권,14.01.06,[Errno 2] No such file or directory: 'rawReport/179_5352.pdf'
메리츠종금증권,14.01.06,[Errno 2] No such file or directory: 'rawReport/179_5353.pdf'
현대차증권,14.01.02,[Errno 2] No such file or directory: 'rawReport/179_5354.pdf'
현대차증권,14.01.02,[Errno 2] No such file or directory: 'rawReport/179_5355.pdf'
현대차증권,13.12.30,[Errno 2] No such file or directory: 'rawReport/179_5356.pdf'
현대차증권,13.12.23,[Errno 2] No such file or directory: 'rawReport/179_5357.pdf'
IBK투자증권,13.12.23,[Errno 2] No such file or directory: 'rawReport/179_5358.pdf'
메리츠종금증권,13.12.23,[Errno 2] No such file or directory: 'rawReport/179_5359.pdf'
KTB투자증권,13.12.23,[Errno 2] No such file or directory: 'rawReport/179_5360.pdf'
KTB투자증권,13.12.19,[Errno 2] No such file or directory: 'rawReport/179_5361.pdf'
현대차증권,13.12.19,[Errno 2] No such file or directory: 'rawReport/179_5362.pdf'
현대차증권,13.12.16,[Errno 2] No such file or directory: 'rawReport/179_5363.pdf'
현대차증권,13.12.16,[Errno 2] No such file or directory: 'rawReport/179_5364.pdf'
IBK투자증권,13.12.16,[Errno 2] No such file or directory: 'rawReport/179_5365.pdf'
메리츠종금증권,13.12.16,[Errno 2] No such file or directory: 'rawReport/179_5366.pdf'
현대차증권,13.12.13,[Errno 2] No such file or directory: 'rawReport/179_5367.pdf'
현대차증권,13.12.11,[Errno 2] No such file or directory: 'rawReport/179_5368.pdf'
현대차증권,13.12.09,[Errno 2] No such file or directory: 'rawReport/179_5369.pdf'
현대차증권,13.12.09,[Errno 2] No such file or directory: 'rawReport/179_5370.pdf'
