증권사,날짜,텍스트
현대차증권,13.08.05,[Errno 2] No such file or directory: 'rawReport/184_5491.pdf'
KTB투자증권,13.08.05,[Errno 2] No such file or directory: 'rawReport/184_5492.pdf'
현대차증권,13.08.01,[Errno 2] No such file or directory: 'rawReport/184_5493.pdf'
메리츠종금증권,13.08.01,[Errno 2] No such file or directory: 'rawReport/184_5494.pdf'
현대차증권,13.07.31,[Errno 2] No such file or directory: 'rawReport/184_5495.pdf'
IBK투자증권,13.07.31,[Errno 2] No such file or directory: 'rawReport/184_5496.pdf'
현대차증권,13.07.29,[Errno 2] No such file or directory: 'rawReport/184_5497.pdf'
현대차증권,13.07.29,[Errno 2] No such file or directory: 'rawReport/184_5498.pdf'
현대차증권,13.07.29,[Errno 2] No such file or directory: 'rawReport/184_5499.pdf'
KTB투자증권,13.07.29,[Errno 2] No such file or directory: 'rawReport/184_5500.pdf'
이트레이드증권,13.07.23,[Errno 2] No such file or directory: 'rawReport/184_5501.pdf'
현대차증권,13.07.22,[Errno 2] No such file or directory: 'rawReport/184_5502.pdf'
KTB투자증권,13.07.22,[Errno 2] No such file or directory: 'rawReport/184_5503.pdf'
현대차증권,13.07.15,[Errno 2] No such file or directory: 'rawReport/184_5504.pdf'
현대차증권,13.07.15,[Errno 2] No such file or directory: 'rawReport/184_5505.pdf'
KTB투자증권,13.07.15,[Errno 2] No such file or directory: 'rawReport/184_5506.pdf'
현대차증권,13.07.12,[Errno 2] No such file or directory: 'rawReport/184_5507.pdf'
메리츠종금증권,13.07.12,[Errno 2] No such file or directory: 'rawReport/184_5508.pdf'
현대차증권,13.07.10,[Errno 2] No such file or directory: 'rawReport/184_5509.pdf'
현대차증권,13.07.10,[Errno 2] No such file or directory: 'rawReport/184_5510.pdf'
현대차증권,13.07.08,[Errno 2] No such file or directory: 'rawReport/184_5511.pdf'
현대차증권,13.07.08,[Errno 2] No such file or directory: 'rawReport/184_5512.pdf'
KTB투자증권,13.07.08,[Errno 2] No such file or directory: 'rawReport/184_5513.pdf'
메리츠종금증권,13.07.05,[Errno 2] No such file or directory: 'rawReport/184_5514.pdf'
이트레이드증권,13.07.04,[Errno 2] No such file or directory: 'rawReport/184_5515.pdf'
현대차증권,13.07.01,[Errno 2] No such file or directory: 'rawReport/184_5516.pdf'
현대차증권,13.07.01,[Errno 2] No such file or directory: 'rawReport/184_5517.pdf'
KTB투자증권,13.07.01,[Errno 2] No such file or directory: 'rawReport/184_5518.pdf'
이트레이드증권,13.06.26,[Errno 2] No such file or directory: 'rawReport/184_5519.pdf'
현대차증권,13.06.24,[Errno 2] No such file or directory: 'rawReport/184_5520.pdf'
