증권사,날짜,텍스트
다올투자증권,23.11.29,[Errno 2] No such file or directory: 'rawReport/21_601.pdf'
유진투자증권,23.11.29,[Errno 2] No such file or directory: 'rawReport/21_602.pdf'
유안타증권,23.11.29,[Errno 2] No such file or directory: 'rawReport/21_603.pdf'
한화투자증권,23.11.28,[Errno 2] No such file or directory: 'rawReport/21_604.pdf'
교보증권,23.11.28,[Errno 2] No such file or directory: 'rawReport/21_605.pdf'
유진투자증권,23.11.28,[Errno 2] No such file or directory: 'rawReport/21_606.pdf'
다올투자증권,23.11.28,[Errno 2] No such file or directory: 'rawReport/21_607.pdf'
유안타증권,23.11.28,[Errno 2] No such file or directory: 'rawReport/21_608.pdf'
키움증권,23.11.28,[Errno 2] No such file or directory: 'rawReport/21_609.pdf'
신한투자증권,23.11.28,[Errno 2] No such file or directory: 'rawReport/21_610.pdf'
하나증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_611.pdf'
한화투자증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_612.pdf'
한화투자증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_613.pdf'
교보증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_614.pdf'
다올투자증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_615.pdf'
키움증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_616.pdf'
유진투자증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_617.pdf'
유안타증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_618.pdf'
키움증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_619.pdf'
IBK투자증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_620.pdf'
신한투자증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_621.pdf'
미래에셋증권,23.11.27,[Errno 2] No such file or directory: 'rawReport/21_622.pdf'
교보증권,23.11.24,[Errno 2] No such file or directory: 'rawReport/21_623.pdf'
이베스트증권,23.11.24,[Errno 2] No such file or directory: 'rawReport/21_624.pdf'
한화투자증권,23.11.24,[Errno 2] No such file or directory: 'rawReport/21_625.pdf'
신한투자증권,23.11.24,[Errno 2] No such file or directory: 'rawReport/21_626.pdf'
다올투자증권,23.11.24,[Errno 2] No such file or directory: 'rawReport/21_627.pdf'
유안타증권,23.11.24,[Errno 2] No such file or directory: 'rawReport/21_628.pdf'
유진투자증권,23.11.24,[Errno 2] No such file or directory: 'rawReport/21_629.pdf'
키움증권,23.11.24,[Errno 2] No such file or directory: 'rawReport/21_630.pdf'
