증권사,날짜,텍스트
한화투자증권,10.10.14,[Errno 2] No such file or directory: 'rawReport/208_6211.pdf'
IBK투자증권,10.10.14,[Errno 2] No such file or directory: 'rawReport/208_6212.pdf'
현대차증권,10.10.13,[Errno 2] No such file or directory: 'rawReport/208_6213.pdf'
IBK투자증권,10.10.13,[Errno 2] No such file or directory: 'rawReport/208_6214.pdf'
IBK투자증권,10.10.12,[Errno 2] No such file or directory: 'rawReport/208_6215.pdf'
메리츠종금증권,10.10.12,[Errno 2] No such file or directory: 'rawReport/208_6216.pdf'
KTB투자증권,10.10.11,[Errno 2] No such file or directory: 'rawReport/208_6217.pdf'
현대차증권,10.10.11,[Errno 2] No such file or directory: 'rawReport/208_6218.pdf'
IBK투자증권,10.10.11,[Errno 2] No such file or directory: 'rawReport/208_6219.pdf'
한화투자증권,10.10.11,[Errno 2] No such file or directory: 'rawReport/208_6220.pdf'
IBK투자증권,10.10.08,[Errno 2] No such file or directory: 'rawReport/208_6221.pdf'
메리츠종금증권,10.10.08,[Errno 2] No such file or directory: 'rawReport/208_6222.pdf'
IBK투자증권,10.10.07,[Errno 2] No such file or directory: 'rawReport/208_6223.pdf'
메리츠종금증권,10.10.07,[Errno 2] No such file or directory: 'rawReport/208_6224.pdf'
IBK투자증권,10.10.06,[Errno 2] No such file or directory: 'rawReport/208_6225.pdf'
IBK투자증권,10.10.05,[Errno 2] No such file or directory: 'rawReport/208_6226.pdf'
메리츠종금증권,10.10.05,[Errno 2] No such file or directory: 'rawReport/208_6227.pdf'
KTB투자증권,10.10.04,[Errno 2] No such file or directory: 'rawReport/208_6228.pdf'
현대차증권,10.10.04,[Errno 2] No such file or directory: 'rawReport/208_6229.pdf'
IBK투자증권,10.10.04,[Errno 2] No such file or directory: 'rawReport/208_6230.pdf'
메리츠종금증권,10.10.04,[Errno 2] No such file or directory: 'rawReport/208_6231.pdf'
IBK투자증권,10.10.01,[Errno 2] No such file or directory: 'rawReport/208_6232.pdf'
메리츠종금증권,10.10.01,[Errno 2] No such file or directory: 'rawReport/208_6233.pdf'
현대차증권,10.09.30,[Errno 2] No such file or directory: 'rawReport/208_6234.pdf'
IBK투자증권,10.09.30,[Errno 2] No such file or directory: 'rawReport/208_6235.pdf'
메리츠종금증권,10.09.30,[Errno 2] No such file or directory: 'rawReport/208_6236.pdf'
IBK투자증권,10.09.29,[Errno 2] No such file or directory: 'rawReport/208_6237.pdf'
메리츠종금증권,10.09.29,[Errno 2] No such file or directory: 'rawReport/208_6238.pdf'
현대차증권,10.09.28,[Errno 2] No such file or directory: 'rawReport/208_6239.pdf'
IBK투자증권,10.09.28,[Errno 2] No such file or directory: 'rawReport/208_6240.pdf'
