증권사,날짜,텍스트
신한투자증권,22.10.17,[Errno 2] No such file or directory: 'rawReport/89_2641.pdf'
유안타증권,22.10.17,[Errno 2] No such file or directory: 'rawReport/89_2642.pdf'
한화투자증권,22.10.17,[Errno 2] No such file or directory: 'rawReport/89_2643.pdf'
이베스트증권,22.10.14,[Errno 2] No such file or directory: 'rawReport/89_2644.pdf'
유안타증권,22.10.14,[Errno 2] No such file or directory: 'rawReport/89_2645.pdf'
신한투자증권,22.10.13,[Errno 2] No such file or directory: 'rawReport/89_2646.pdf'
유안타증권,22.10.13,[Errno 2] No such file or directory: 'rawReport/89_2647.pdf'
신한투자증권,22.10.13,[Errno 2] No such file or directory: 'rawReport/89_2648.pdf'
교보증권,22.10.13,[Errno 2] No such file or directory: 'rawReport/89_2649.pdf'
하나증권,22.10.13,[Errno 2] No such file or directory: 'rawReport/89_2650.pdf'
이베스트증권,22.10.13,[Errno 2] No such file or directory: 'rawReport/89_2651.pdf'
한화투자증권,22.10.12,[Errno 2] No such file or directory: 'rawReport/89_2652.pdf'
메리츠증권,22.10.12,[Errno 2] No such file or directory: 'rawReport/89_2653.pdf'
하이투자증권,22.10.12,[Errno 2] No such file or directory: 'rawReport/89_2654.pdf'
유안타증권,22.10.12,[Errno 2] No such file or directory: 'rawReport/89_2655.pdf'
유안타증권,22.10.12,[Errno 2] No such file or directory: 'rawReport/89_2656.pdf'
하나증권,22.10.12,[Errno 2] No such file or directory: 'rawReport/89_2657.pdf'
신한투자증권,22.10.11,[Errno 2] No such file or directory: 'rawReport/89_2658.pdf'
신한투자증권,22.10.11,[Errno 2] No such file or directory: 'rawReport/89_2659.pdf'
유안타증권,22.10.11,[Errno 2] No such file or directory: 'rawReport/89_2660.pdf'
한화투자증권,22.10.11,[Errno 2] No such file or directory: 'rawReport/89_2661.pdf'
유안타증권,22.10.07,[Errno 2] No such file or directory: 'rawReport/89_2662.pdf'
하이투자증권,22.10.06,[Errno 2] No such file or directory: 'rawReport/89_2663.pdf'
유안타증권,22.10.06,[Errno 2] No such file or directory: 'rawReport/89_2664.pdf'
유안타증권,22.10.05,[Errno 2] No such file or directory: 'rawReport/89_2665.pdf'
하나증권,22.10.05,[Errno 2] No such file or directory: 'rawReport/89_2666.pdf'
유안타증권,22.10.04,[Errno 2] No such file or directory: 'rawReport/89_2667.pdf'
한화투자증권,22.10.04,[Errno 2] No such file or directory: 'rawReport/89_2668.pdf'
신한투자증권,22.09.30,[Errno 2] No such file or directory: 'rawReport/89_2669.pdf'
신한투자증권,22.09.30,[Errno 2] No such file or directory: 'rawReport/89_2670.pdf'
