증권사,날짜,텍스트
신한투자증권,23.03.15,[Errno 2] No such file or directory: 'rawReport/70_2071.pdf'
교보증권,23.03.15,[Errno 2] No such file or directory: 'rawReport/70_2072.pdf'
하나증권,23.03.15,[Errno 2] No such file or directory: 'rawReport/70_2073.pdf'
다올투자증권,23.03.15,[Errno 2] No such file or directory: 'rawReport/70_2074.pdf'
신한투자증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2075.pdf'
유안타증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2076.pdf'
유진투자증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2077.pdf'
한화투자증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2078.pdf'
교보증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2079.pdf'
하나증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2080.pdf'
하이투자증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2081.pdf'
신한투자증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2082.pdf'
다올투자증권,23.03.14,[Errno 2] No such file or directory: 'rawReport/70_2083.pdf'
신한투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2084.pdf'
신한투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2085.pdf'
신한투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2086.pdf'
유진투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2087.pdf'
유안타증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2088.pdf'
한화투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2089.pdf'
교보증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2090.pdf'
하나증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2091.pdf'
하나증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2092.pdf'
하나증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2093.pdf'
키움증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2094.pdf'
다올투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2095.pdf'
신한투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2096.pdf'
하이투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2097.pdf'
신한투자증권,23.03.13,[Errno 2] No such file or directory: 'rawReport/70_2098.pdf'
신한투자증권,23.03.10,[Errno 2] No such file or directory: 'rawReport/70_2099.pdf'
유안타증권,23.03.10,[Errno 2] No such file or directory: 'rawReport/70_2100.pdf'
