증권사,날짜,텍스트
교보증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1861.pdf'
다올투자증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1862.pdf'
한화투자증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1863.pdf'
교보증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1864.pdf'
하나증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1865.pdf'
신한투자증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1866.pdf'
유진투자증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1867.pdf'
하이투자증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1868.pdf'
DS투자증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1869.pdf'
신한투자증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1870.pdf'
키움증권,23.04.18,[Errno 2] No such file or directory: 'rawReport/63_1871.pdf'
신한투자증권,23.04.17,[Errno 2] No such file or directory: 'rawReport/63_1872.pdf'
유진투자증권,23.04.17,[Errno 2] No such file or directory: 'rawReport/63_1873.pdf'
유안타증권,23.04.17,[Errno 2] No such file or directory: 'rawReport/63_1874.pdf'
한화투자증권,23.04.17,[Errno 2] No such file or directory: 'rawReport/63_1875.pdf'
교보증권,23.04.17,[Errno 2] No such file or directory: 'rawReport/63_1876.pdf'
키움증권,23.04.17,[Errno 2] No such file or directory: 'rawReport/63_1877.pdf'
다올투자증권,23.04.17,[Errno 2] No such file or directory: 'rawReport/63_1878.pdf'
신한투자증권,23.04.17,[Errno 2] No such file or directory: 'rawReport/63_1879.pdf'
신한투자증권,23.04.14,[Errno 2] No such file or directory: 'rawReport/63_1880.pdf'
유안타증권,23.04.14,[Errno 2] No such file or directory: 'rawReport/63_1881.pdf'
한화투자증권,23.04.14,[Errno 2] No such file or directory: 'rawReport/63_1882.pdf'
다올투자증권,23.04.14,[Errno 2] No such file or directory: 'rawReport/63_1883.pdf'
유진투자증권,23.04.14,[Errno 2] No such file or directory: 'rawReport/63_1884.pdf'
신한투자증권,23.04.13,[Errno 2] No such file or directory: 'rawReport/63_1885.pdf'
유진투자증권,23.04.13,[Errno 2] No such file or directory: 'rawReport/63_1886.pdf'
신한투자증권,23.04.13,[Errno 2] No such file or directory: 'rawReport/63_1887.pdf'
유안타증권,23.04.13,[Errno 2] No such file or directory: 'rawReport/63_1888.pdf'
한화투자증권,23.04.13,[Errno 2] No such file or directory: 'rawReport/63_1889.pdf'
교보증권,23.04.13,[Errno 2] No such file or directory: 'rawReport/63_1890.pdf'
