증권사,날짜,텍스트
다올투자증권,23.08.07,[Errno 2] No such file or directory: 'rawReport/41_1201.pdf'
유진투자증권,23.08.07,[Errno 2] No such file or directory: 'rawReport/41_1202.pdf'
신한투자증권,23.08.07,[Errno 2] No such file or directory: 'rawReport/41_1203.pdf'
유안타증권,23.08.07,[Errno 2] No such file or directory: 'rawReport/41_1204.pdf'
키움증권,23.08.07,[Errno 2] No such file or directory: 'rawReport/41_1205.pdf'
키움증권,23.08.07,[Errno 2] No such file or directory: 'rawReport/41_1206.pdf'
교보증권,23.08.04,[Errno 2] No such file or directory: 'rawReport/41_1207.pdf'
하나증권,23.08.04,[Errno 2] No such file or directory: 'rawReport/41_1208.pdf'
한화투자증권,23.08.04,[Errno 2] No such file or directory: 'rawReport/41_1209.pdf'
유안타증권,23.08.04,[Errno 2] No such file or directory: 'rawReport/41_1210.pdf'
다올투자증권,23.08.04,[Errno 2] No such file or directory: 'rawReport/41_1211.pdf'
유진투자증권,23.08.04,[Errno 2] No such file or directory: 'rawReport/41_1212.pdf'
신한투자증권,23.08.04,[Errno 2] No such file or directory: 'rawReport/41_1213.pdf'
메리츠증권,23.08.04,[Errno 2] No such file or directory: 'rawReport/41_1214.pdf'
신한투자증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1215.pdf'
유안타증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1216.pdf'
교보증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1217.pdf'
교보증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1218.pdf'
하나증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1219.pdf'
하나증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1220.pdf'
유진투자증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1221.pdf'
다올투자증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1222.pdf'
신한투자증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1223.pdf'
하이투자증권,23.08.03,[Errno 2] No such file or directory: 'rawReport/41_1224.pdf'
유안타증권,23.08.02,[Errno 2] No such file or directory: 'rawReport/41_1225.pdf'
교보증권,23.08.02,[Errno 2] No such file or directory: 'rawReport/41_1226.pdf'
하나증권,23.08.02,[Errno 2] No such file or directory: 'rawReport/41_1227.pdf'
다올투자증권,23.08.02,[Errno 2] No such file or directory: 'rawReport/41_1228.pdf'
유진투자증권,23.08.02,[Errno 2] No such file or directory: 'rawReport/41_1229.pdf'
신한투자증권,23.08.02,[Errno 2] No such file or directory: 'rawReport/41_1230.pdf'
