증권사,날짜,텍스트
키움증권,13.10.24,[Errno 2] No such file or directory: 'rawReport/181_5401.pdf'
메리츠종금증권,13.10.24,[Errno 2] No such file or directory: 'rawReport/181_5402.pdf'
이트레이드증권,13.10.23,[Errno 2] No such file or directory: 'rawReport/181_5403.pdf'
KTB투자증권,13.10.23,[Errno 2] No such file or directory: 'rawReport/181_5404.pdf'
KTB투자증권,13.10.22,[Errno 2] No such file or directory: 'rawReport/181_5405.pdf'
현대차증권,13.10.21,[Errno 2] No such file or directory: 'rawReport/181_5406.pdf'
현대차증권,13.10.21,[Errno 2] No such file or directory: 'rawReport/181_5407.pdf'
메리츠종금증권,13.10.21,[Errno 2] No such file or directory: 'rawReport/181_5408.pdf'
KTB투자증권,13.10.21,[Errno 2] No such file or directory: 'rawReport/181_5409.pdf'
KTB투자증권,13.10.18,[Errno 2] No such file or directory: 'rawReport/181_5410.pdf'
KTB투자증권,13.10.17,[Errno 2] No such file or directory: 'rawReport/181_5411.pdf'
KTB투자증권,13.10.16,[Errno 2] No such file or directory: 'rawReport/181_5412.pdf'
KTB투자증권,13.10.15,[Errno 2] No such file or directory: 'rawReport/181_5413.pdf'
현대차증권,13.10.14,[Errno 2] No such file or directory: 'rawReport/181_5414.pdf'
현대차증권,13.10.14,[Errno 2] No such file or directory: 'rawReport/181_5415.pdf'
KTB투자증권,13.10.14,[Errno 2] No such file or directory: 'rawReport/181_5416.pdf'
KTB투자증권,13.10.10,[Errno 2] No such file or directory: 'rawReport/181_5417.pdf'
KTB투자증권,13.10.10,[Errno 2] No such file or directory: 'rawReport/181_5418.pdf'
현대차증권,13.10.08,[Errno 2] No such file or directory: 'rawReport/181_5419.pdf'
KTB투자증권,13.10.08,[Errno 2] No such file or directory: 'rawReport/181_5420.pdf'
현대차증권,13.10.07,[Errno 2] No such file or directory: 'rawReport/181_5421.pdf'
현대차증권,13.10.07,[Errno 2] No such file or directory: 'rawReport/181_5422.pdf'
메리츠종금증권,13.10.07,[Errno 2] No such file or directory: 'rawReport/181_5423.pdf'
KTB투자증권,13.10.07,[Errno 2] No such file or directory: 'rawReport/181_5424.pdf'
KTB투자증권,13.10.04,[Errno 2] No such file or directory: 'rawReport/181_5425.pdf'
KTB투자증권,13.10.02,[Errno 2] No such file or directory: 'rawReport/181_5426.pdf'
KTB투자증권,13.10.01,[Errno 2] No such file or directory: 'rawReport/181_5427.pdf'
현대차증권,13.09.30,[Errno 2] No such file or directory: 'rawReport/181_5428.pdf'
현대차증권,13.09.30,[Errno 2] No such file or directory: 'rawReport/181_5429.pdf'
KTB투자증권,13.09.30,[Errno 2] No such file or directory: 'rawReport/181_5430.pdf'
