증권사,날짜,텍스트
하나증권,21.01.20,[Errno 2] No such file or directory: 'rawReport/104_3091.pdf'
미래에셋증권,21.01.15,[Errno 2] No such file or directory: 'rawReport/104_3092.pdf'
하나증권,21.01.13,[Errno 2] No such file or directory: 'rawReport/104_3093.pdf'
미래에셋증권,21.01.08,[Errno 2] No such file or directory: 'rawReport/104_3094.pdf'
이베스트증권,21.01.08,[Errno 2] No such file or directory: 'rawReport/104_3095.pdf'
미래에셋증권,21.01.07,[Errno 2] No such file or directory: 'rawReport/104_3096.pdf'
하나증권,21.01.06,[Errno 2] No such file or directory: 'rawReport/104_3097.pdf'
하나증권,20.12.30,[Errno 2] No such file or directory: 'rawReport/104_3098.pdf'
미래에셋증권,20.12.23,[Errno 2] No such file or directory: 'rawReport/104_3099.pdf'
하나증권,20.12.23,[Errno 2] No such file or directory: 'rawReport/104_3100.pdf'
미래에셋증권,20.12.18,[Errno 2] No such file or directory: 'rawReport/104_3101.pdf'
하나증권,20.12.18,[Errno 2] No such file or directory: 'rawReport/104_3102.pdf'
하나증권,20.12.16,[Errno 2] No such file or directory: 'rawReport/104_3103.pdf'
미래에셋증권,20.12.11,[Errno 2] No such file or directory: 'rawReport/104_3104.pdf'
하나증권,20.12.10,[Errno 2] No such file or directory: 'rawReport/104_3105.pdf'
하나증권,20.12.09,[Errno 2] No such file or directory: 'rawReport/104_3106.pdf'
키움증권,20.12.07,[Errno 2] No such file or directory: 'rawReport/104_3107.pdf'
미래에셋증권,20.12.04,[Errno 2] No such file or directory: 'rawReport/104_3108.pdf'
하나증권,20.12.03,[Errno 2] No such file or directory: 'rawReport/104_3109.pdf'
하나증권,20.12.02,[Errno 2] No such file or directory: 'rawReport/104_3110.pdf'
하나증권,20.12.02,[Errno 2] No such file or directory: 'rawReport/104_3111.pdf'
미래에셋증권,20.11.30,[Errno 2] No such file or directory: 'rawReport/104_3112.pdf'
교보증권,20.11.30,[Errno 2] No such file or directory: 'rawReport/104_3113.pdf'
미래에셋증권,20.11.27,[Errno 2] No such file or directory: 'rawReport/104_3114.pdf'
하나증권,20.11.27,[Errno 2] No such file or directory: 'rawReport/104_3115.pdf'
하나증권,20.11.25,[Errno 2] No such file or directory: 'rawReport/104_3116.pdf'
하나증권,20.11.25,[Errno 2] No such file or directory: 'rawReport/104_3117.pdf'
미래에셋증권,20.11.20,[Errno 2] No such file or directory: 'rawReport/104_3118.pdf'
하나증권,20.11.19,[Errno 2] No such file or directory: 'rawReport/104_3119.pdf'
하나증권,20.11.18,[Errno 2] No such file or directory: 'rawReport/104_3120.pdf'
