증권사,날짜,텍스트
키움증권,12.03.19,[Errno 2] No such file or directory: 'rawReport/196_5851.pdf'
현대차증권,12.03.19,[Errno 2] No such file or directory: 'rawReport/196_5852.pdf'
메리츠종금증권,12.03.19,[Errno 2] No such file or directory: 'rawReport/196_5853.pdf'
KTB투자증권,12.03.19,[Errno 2] No such file or directory: 'rawReport/196_5854.pdf'
현대차증권,12.03.14,[Errno 2] No such file or directory: 'rawReport/196_5855.pdf'
키움증권,12.03.12,[Errno 2] No such file or directory: 'rawReport/196_5856.pdf'
KTB투자증권,12.03.12,[Errno 2] No such file or directory: 'rawReport/196_5857.pdf'
KTB투자증권,12.03.12,[Errno 2] No such file or directory: 'rawReport/196_5858.pdf'
키움증권,12.03.09,[Errno 2] No such file or directory: 'rawReport/196_5859.pdf'
현대차증권,12.03.09,[Errno 2] No such file or directory: 'rawReport/196_5860.pdf'
현대차증권,12.03.07,[Errno 2] No such file or directory: 'rawReport/196_5861.pdf'
키움증권,12.03.05,[Errno 2] No such file or directory: 'rawReport/196_5862.pdf'
KTB투자증권,12.03.05,[Errno 2] No such file or directory: 'rawReport/196_5863.pdf'
현대차증권,12.03.05,[Errno 2] No such file or directory: 'rawReport/196_5864.pdf'
키움증권,12.02.27,[Errno 2] No such file or directory: 'rawReport/196_5865.pdf'
현대차증권,12.02.27,[Errno 2] No such file or directory: 'rawReport/196_5866.pdf'
KTB투자증권,12.02.27,[Errno 2] No such file or directory: 'rawReport/196_5867.pdf'
키움증권,12.02.20,[Errno 2] No such file or directory: 'rawReport/196_5868.pdf'
KTB투자증권,12.02.20,[Errno 2] No such file or directory: 'rawReport/196_5869.pdf'
KTB투자증권,12.02.13,[Errno 2] No such file or directory: 'rawReport/196_5870.pdf'
현대차증권,12.02.13,[Errno 2] No such file or directory: 'rawReport/196_5871.pdf'
현대차증권,12.02.10,[Errno 2] No such file or directory: 'rawReport/196_5872.pdf'
현대차증권,12.02.08,[Errno 2] No such file or directory: 'rawReport/196_5873.pdf'
KTB투자증권,12.02.06,[Errno 2] No such file or directory: 'rawReport/196_5874.pdf'
현대차증권,12.02.06,[Errno 2] No such file or directory: 'rawReport/196_5875.pdf'
현대차증권,12.02.01,[Errno 2] No such file or directory: 'rawReport/196_5876.pdf'
KTB투자증권,12.01.30,[Errno 2] No such file or directory: 'rawReport/196_5877.pdf'
현대차증권,12.01.26,[Errno 2] No such file or directory: 'rawReport/196_5878.pdf'
현대차증권,12.01.16,[Errno 2] No such file or directory: 'rawReport/196_5879.pdf'
현대차증권,12.01.16,[Errno 2] No such file or directory: 'rawReport/196_5880.pdf'
