증권사,날짜,텍스트
하이투자증권,24.03.12,[Errno 2] No such file or directory: 'rawReport/3_61.pdf'
유진투자증권,24.03.12,[Errno 2] No such file or directory: 'rawReport/3_62.pdf'
다올투자증권,24.03.12,[Errno 2] No such file or directory: 'rawReport/3_63.pdf'
유안타증권,24.03.12,[Errno 2] No such file or directory: 'rawReport/3_64.pdf'
신한투자증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_65.pdf'
한화투자증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_66.pdf'
교보증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_67.pdf'
하나증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_68.pdf'
신한투자증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_69.pdf'
키움증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_70.pdf'
유안타증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_71.pdf'
다올투자증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_72.pdf'
유진투자증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_73.pdf'
하이투자증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_74.pdf'
IBK투자증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_75.pdf'
신한투자증권,24.03.11,[Errno 2] No such file or directory: 'rawReport/3_76.pdf'
한화투자증권,24.03.08,[Errno 2] No such file or directory: 'rawReport/3_77.pdf'
교보증권,24.03.08,[Errno 2] No such file or directory: 'rawReport/3_78.pdf'
교보증권,24.03.08,[Errno 2] No such file or directory: 'rawReport/3_79.pdf'
유안타증권,24.03.08,[Errno 2] No such file or directory: 'rawReport/3_80.pdf'
유진투자증권,24.03.08,[Errno 2] No such file or directory: 'rawReport/3_81.pdf'
신한투자증권,24.03.08,[Errno 2] No such file or directory: 'rawReport/3_82.pdf'
신한투자증권,24.03.08,[Errno 2] No such file or directory: 'rawReport/3_83.pdf'
한화투자증권,24.03.07,[Errno 2] No such file or directory: 'rawReport/3_84.pdf'
교보증권,24.03.07,[Errno 2] No such file or directory: 'rawReport/3_85.pdf'
다올투자증권,24.03.07,[Errno 2] No such file or directory: 'rawReport/3_86.pdf'
유진투자증권,24.03.07,[Errno 2] No such file or directory: 'rawReport/3_87.pdf'
유안타증권,24.03.07,[Errno 2] No such file or directory: 'rawReport/3_88.pdf'
신한투자증권,24.03.06,[Errno 2] No such file or directory: 'rawReport/3_89.pdf'
유진투자증권,24.03.06,[Errno 2] No such file or directory: 'rawReport/3_90.pdf'
