증권사,날짜,텍스트
대우증권,09.10.21,[Errno 2] No such file or directory: 'rawReport/217_6481.pdf'
IBK투자증권,09.10.21,[Errno 2] No such file or directory: 'rawReport/217_6482.pdf'
대우증권,09.10.20,[Errno 2] No such file or directory: 'rawReport/217_6483.pdf'
IBK투자증권,09.10.20,[Errno 2] No such file or directory: 'rawReport/217_6484.pdf'
대우증권,09.10.19,[Errno 2] No such file or directory: 'rawReport/217_6485.pdf'
대우증권,09.10.19,[Errno 2] No such file or directory: 'rawReport/217_6486.pdf'
IBK투자증권,09.10.19,[Errno 2] No such file or directory: 'rawReport/217_6487.pdf'
IBK투자증권,09.10.16,[Errno 2] No such file or directory: 'rawReport/217_6488.pdf'
대우증권,09.10.16,[Errno 2] No such file or directory: 'rawReport/217_6489.pdf'
IBK투자증권,09.10.16,[Errno 2] No such file or directory: 'rawReport/217_6490.pdf'
대우증권,09.10.15,[Errno 2] No such file or directory: 'rawReport/217_6491.pdf'
IBK투자증권,09.10.15,[Errno 2] No such file or directory: 'rawReport/217_6492.pdf'
대우증권,09.10.14,[Errno 2] No such file or directory: 'rawReport/217_6493.pdf'
IBK투자증권,09.10.14,[Errno 2] No such file or directory: 'rawReport/217_6494.pdf'
대우증권,09.10.13,[Errno 2] No such file or directory: 'rawReport/217_6495.pdf'
IBK투자증권,09.10.13,[Errno 2] No such file or directory: 'rawReport/217_6496.pdf'
대우증권,09.10.12,[Errno 2] No such file or directory: 'rawReport/217_6497.pdf'
대우증권,09.10.12,[Errno 2] No such file or directory: 'rawReport/217_6498.pdf'
대우증권,09.10.12,[Errno 2] No such file or directory: 'rawReport/217_6499.pdf'
IBK투자증권,09.10.12,[Errno 2] No such file or directory: 'rawReport/217_6500.pdf'
IBK투자증권,09.10.12,[Errno 2] No such file or directory: 'rawReport/217_6501.pdf'
대우증권,09.10.09,[Errno 2] No such file or directory: 'rawReport/217_6502.pdf'
IBK투자증권,09.10.09,[Errno 2] No such file or directory: 'rawReport/217_6503.pdf'
대우증권,09.10.08,[Errno 2] No such file or directory: 'rawReport/217_6504.pdf'
IBK투자증권,09.10.08,[Errno 2] No such file or directory: 'rawReport/217_6505.pdf'
대우증권,09.10.07,[Errno 2] No such file or directory: 'rawReport/217_6506.pdf'
IBK투자증권,09.10.07,[Errno 2] No such file or directory: 'rawReport/217_6507.pdf'
대우증권,09.10.06,[Errno 2] No such file or directory: 'rawReport/217_6508.pdf'
IBK투자증권,09.10.05,[Errno 2] No such file or directory: 'rawReport/217_6509.pdf'
대우증권,09.10.05,[Errno 2] No such file or directory: 'rawReport/217_6510.pdf'
