증권사,날짜,텍스트
현대차증권,10.12.20,[Errno 2] No such file or directory: 'rawReport/205_6121.pdf'
한화투자증권,10.12.20,[Errno 2] No such file or directory: 'rawReport/205_6122.pdf'
IBK투자증권,10.12.20,[Errno 2] No such file or directory: 'rawReport/205_6123.pdf'
IBK투자증권,10.12.20,[Errno 2] No such file or directory: 'rawReport/205_6124.pdf'
IBK투자증권,10.12.17,[Errno 2] No such file or directory: 'rawReport/205_6125.pdf'
IBK투자증권,10.12.16,[Errno 2] No such file or directory: 'rawReport/205_6126.pdf'
IBK투자증권,10.12.15,[Errno 2] No such file or directory: 'rawReport/205_6127.pdf'
IBK투자증권,10.12.14,[Errno 2] No such file or directory: 'rawReport/205_6128.pdf'
현대차증권,10.12.13,[Errno 2] No such file or directory: 'rawReport/205_6129.pdf'
한화투자증권,10.12.13,[Errno 2] No such file or directory: 'rawReport/205_6130.pdf'
IBK투자증권,10.12.13,[Errno 2] No such file or directory: 'rawReport/205_6131.pdf'
한화투자증권,10.12.10,[Errno 2] No such file or directory: 'rawReport/205_6132.pdf'
IBK투자증권,10.12.10,[Errno 2] No such file or directory: 'rawReport/205_6133.pdf'
KTB투자증권,10.12.09,[Errno 2] No such file or directory: 'rawReport/205_6134.pdf'
현대차증권,10.12.09,[Errno 2] No such file or directory: 'rawReport/205_6135.pdf'
현대차증권,10.12.09,[Errno 2] No such file or directory: 'rawReport/205_6136.pdf'
IBK투자증권,10.12.09,[Errno 2] No such file or directory: 'rawReport/205_6137.pdf'
IBK투자증권,10.12.08,[Errno 2] No such file or directory: 'rawReport/205_6138.pdf'
IBK투자증권,10.12.07,[Errno 2] No such file or directory: 'rawReport/205_6139.pdf'
KTB투자증권,10.12.06,[Errno 2] No such file or directory: 'rawReport/205_6140.pdf'
현대차증권,10.12.06,[Errno 2] No such file or directory: 'rawReport/205_6141.pdf'
한화투자증권,10.12.06,[Errno 2] No such file or directory: 'rawReport/205_6142.pdf'
IBK투자증권,10.12.06,[Errno 2] No such file or directory: 'rawReport/205_6143.pdf'
IBK투자증권,10.12.03,[Errno 2] No such file or directory: 'rawReport/205_6144.pdf'
IBK투자증권,10.12.02,[Errno 2] No such file or directory: 'rawReport/205_6145.pdf'
IBK투자증권,10.12.01,[Errno 2] No such file or directory: 'rawReport/205_6146.pdf'
IBK투자증권,10.11.30,[Errno 2] No such file or directory: 'rawReport/205_6147.pdf'
현대차증권,10.11.29,[Errno 2] No such file or directory: 'rawReport/205_6148.pdf'
KTB투자증권,10.11.29,[Errno 2] No such file or directory: 'rawReport/205_6149.pdf'
한화투자증권,10.11.29,[Errno 2] No such file or directory: 'rawReport/205_6150.pdf'
