증권사,날짜,텍스트
키움증권,11.08.29,[Errno 2] No such file or directory: 'rawReport/198_5911.pdf'
키움증권,11.08.29,[Errno 2] No such file or directory: 'rawReport/198_5912.pdf'
KTB투자증권,11.08.29,[Errno 2] No such file or directory: 'rawReport/198_5913.pdf'
키움증권,11.08.25,[Errno 2] No such file or directory: 'rawReport/198_5914.pdf'
키움증권,11.08.22,[Errno 2] No such file or directory: 'rawReport/198_5915.pdf'
KTB투자증권,11.08.16,[Errno 2] No such file or directory: 'rawReport/198_5916.pdf'
키움증권,11.08.16,[Errno 2] No such file or directory: 'rawReport/198_5917.pdf'
키움증권,11.08.16,[Errno 2] No such file or directory: 'rawReport/198_5918.pdf'
키움증권,11.08.12,[Errno 2] No such file or directory: 'rawReport/198_5919.pdf'
IBK투자증권,11.08.12,[Errno 2] No such file or directory: 'rawReport/198_5920.pdf'
IBK투자증권,11.08.11,[Errno 2] No such file or directory: 'rawReport/198_5921.pdf'
IBK투자증권,11.08.10,[Errno 2] No such file or directory: 'rawReport/198_5922.pdf'
키움증권,11.08.09,[Errno 2] No such file or directory: 'rawReport/198_5923.pdf'
IBK투자증권,11.08.09,[Errno 2] No such file or directory: 'rawReport/198_5924.pdf'
키움증권,11.08.08,[Errno 2] No such file or directory: 'rawReport/198_5925.pdf'
키움증권,11.08.08,[Errno 2] No such file or directory: 'rawReport/198_5926.pdf'
IBK투자증권,11.08.08,[Errno 2] No such file or directory: 'rawReport/198_5927.pdf'
IBK투자증권,11.08.05,[Errno 2] No such file or directory: 'rawReport/198_5928.pdf'
IBK투자증권,11.08.04,[Errno 2] No such file or directory: 'rawReport/198_5929.pdf'
IBK투자증권,11.08.03,[Errno 2] No such file or directory: 'rawReport/198_5930.pdf'
KTB투자증권,11.08.01,[Errno 2] No such file or directory: 'rawReport/198_5931.pdf'
IBK투자증권,11.07.29,[Errno 2] No such file or directory: 'rawReport/198_5932.pdf'
키움증권,11.07.28,[Errno 2] No such file or directory: 'rawReport/198_5933.pdf'
IBK투자증권,11.07.28,[Errno 2] No such file or directory: 'rawReport/198_5934.pdf'
IBK투자증권,11.07.27,[Errno 2] No such file or directory: 'rawReport/198_5935.pdf'
IBK투자증권,11.07.26,[Errno 2] No such file or directory: 'rawReport/198_5936.pdf'
KTB투자증권,11.07.25,[Errno 2] No such file or directory: 'rawReport/198_5937.pdf'
키움증권,11.07.25,[Errno 2] No such file or directory: 'rawReport/198_5938.pdf'
IBK투자증권,11.07.25,[Errno 2] No such file or directory: 'rawReport/198_5939.pdf'
키움증권,11.07.20,[Errno 2] No such file or directory: 'rawReport/198_5940.pdf'
