증권사,날짜,텍스트
현대차증권,13.02.25,[Errno 2] No such file or directory: 'rawReport/188_5611.pdf'
이트레이드증권,13.02.20,[Errno 2] No such file or directory: 'rawReport/188_5612.pdf'
키움증권,13.02.18,[Errno 2] No such file or directory: 'rawReport/188_5613.pdf'
메리츠종금증권,13.02.18,[Errno 2] No such file or directory: 'rawReport/188_5614.pdf'
KTB투자증권,13.02.18,[Errno 2] No such file or directory: 'rawReport/188_5615.pdf'
현대차증권,13.02.18,[Errno 2] No such file or directory: 'rawReport/188_5616.pdf'
현대차증권,13.02.18,[Errno 2] No such file or directory: 'rawReport/188_5617.pdf'
현대차증권,13.02.15,[Errno 2] No such file or directory: 'rawReport/188_5618.pdf'
현대차증권,13.02.13,[Errno 2] No such file or directory: 'rawReport/188_5619.pdf'
KTB투자증권,13.02.12,[Errno 2] No such file or directory: 'rawReport/188_5620.pdf'
현대차증권,13.02.12,[Errno 2] No such file or directory: 'rawReport/188_5621.pdf'
현대차증권,13.02.12,[Errno 2] No such file or directory: 'rawReport/188_5622.pdf'
이트레이드증권,13.02.06,[Errno 2] No such file or directory: 'rawReport/188_5623.pdf'
메리츠종금증권,13.02.06,[Errno 2] No such file or directory: 'rawReport/188_5624.pdf'
키움증권,13.02.04,[Errno 2] No such file or directory: 'rawReport/188_5625.pdf'
현대차증권,13.02.04,[Errno 2] No such file or directory: 'rawReport/188_5626.pdf'
현대차증권,13.02.04,[Errno 2] No such file or directory: 'rawReport/188_5627.pdf'
현대차증권,13.01.31,[Errno 2] No such file or directory: 'rawReport/188_5628.pdf'
현대차증권,13.01.31,[Errno 2] No such file or directory: 'rawReport/188_5629.pdf'
현대차증권,13.01.31,[Errno 2] No such file or directory: 'rawReport/188_5630.pdf'
이트레이드증권,13.01.30,[Errno 2] No such file or directory: 'rawReport/188_5631.pdf'
메리츠종금증권,13.01.29,[Errno 2] No such file or directory: 'rawReport/188_5632.pdf'
키움증권,13.01.28,[Errno 2] No such file or directory: 'rawReport/188_5633.pdf'
현대차증권,13.01.28,[Errno 2] No such file or directory: 'rawReport/188_5634.pdf'
이트레이드증권,13.01.23,[Errno 2] No such file or directory: 'rawReport/188_5635.pdf'
키움증권,13.01.21,[Errno 2] No such file or directory: 'rawReport/188_5636.pdf'
메리츠종금증권,13.01.21,[Errno 2] No such file or directory: 'rawReport/188_5637.pdf'
KTB투자증권,13.01.21,[Errno 2] No such file or directory: 'rawReport/188_5638.pdf'
현대차증권,13.01.21,[Errno 2] No such file or directory: 'rawReport/188_5639.pdf'
현대차증권,13.01.21,[Errno 2] No such file or directory: 'rawReport/188_5640.pdf'
