증권사,날짜,텍스트
현대차증권,17.01.09,[Errno 2] No such file or directory: 'rawReport/143_4261.pdf'
IBK투자증권,17.01.09,[Errno 2] No such file or directory: 'rawReport/143_4262.pdf'
하나증권,17.01.06,[Errno 2] No such file or directory: 'rawReport/143_4263.pdf'
이베스트투자증권,17.01.05,[Errno 2] No such file or directory: 'rawReport/143_4264.pdf'
하나증권,17.01.04,[Errno 2] No such file or directory: 'rawReport/143_4265.pdf'
케이프투자증권,17.01.04,[Errno 2] No such file or directory: 'rawReport/143_4266.pdf'
이베스트투자증권,17.01.04,[Errno 2] No such file or directory: 'rawReport/143_4267.pdf'
하나증권,17.01.03,[Errno 2] No such file or directory: 'rawReport/143_4268.pdf'
현대차증권,17.01.02,[Errno 2] No such file or directory: 'rawReport/143_4269.pdf'
LIG투자증권,16.12.30,[Errno 2] No such file or directory: 'rawReport/143_4270.pdf'
현대차증권,16.12.27,[Errno 2] No such file or directory: 'rawReport/143_4271.pdf'
하나증권,16.12.22,[Errno 2] No such file or directory: 'rawReport/143_4272.pdf'
이베스트투자증권,16.12.21,[Errno 2] No such file or directory: 'rawReport/143_4273.pdf'
현대차증권,16.12.20,[Errno 2] No such file or directory: 'rawReport/143_4274.pdf'
현대차증권,16.12.19,[Errno 2] No such file or directory: 'rawReport/143_4275.pdf'
이베스트투자증권,16.12.16,[Errno 2] No such file or directory: 'rawReport/143_4276.pdf'
하나증권,16.12.16,[Errno 2] No such file or directory: 'rawReport/143_4277.pdf'
하나증권,16.12.16,[Errno 2] No such file or directory: 'rawReport/143_4278.pdf'
LIG투자증권,16.12.16,[Errno 2] No such file or directory: 'rawReport/143_4279.pdf'
이베스트투자증권,16.12.16,[Errno 2] No such file or directory: 'rawReport/143_4280.pdf'
하나증권,16.12.15,[Errno 2] No such file or directory: 'rawReport/143_4281.pdf'
IBK투자증권,16.12.15,[Errno 2] No such file or directory: 'rawReport/143_4282.pdf'
IBK투자증권,16.12.12,[Errno 2] No such file or directory: 'rawReport/143_4283.pdf'
이베스트투자증권,16.12.09,[Errno 2] No such file or directory: 'rawReport/143_4284.pdf'
하나증권,16.12.09,[Errno 2] No such file or directory: 'rawReport/143_4285.pdf'
이베스트투자증권,16.12.09,[Errno 2] No such file or directory: 'rawReport/143_4286.pdf'
하나증권,16.12.08,[Errno 2] No such file or directory: 'rawReport/143_4287.pdf'
현대차증권,16.12.05,[Errno 2] No such file or directory: 'rawReport/143_4288.pdf'
현대차증권,16.12.05,[Errno 2] No such file or directory: 'rawReport/143_4289.pdf'
IBK투자증권,16.12.05,[Errno 2] No such file or directory: 'rawReport/143_4290.pdf'
