증권사,날짜,텍스트
유안타증권,23.09.15,[Errno 2] No such file or directory: 'rawReport/34_991.pdf'
유진투자증권,23.09.15,[Errno 2] No such file or directory: 'rawReport/34_992.pdf'
다올투자증권,23.09.15,[Errno 2] No such file or directory: 'rawReport/34_993.pdf'
키움증권,23.09.15,[Errno 2] No such file or directory: 'rawReport/34_994.pdf'
신한투자증권,23.09.15,[Errno 2] No such file or directory: 'rawReport/34_995.pdf'
하이투자증권,23.09.14,[Errno 2] No such file or directory: 'rawReport/34_996.pdf'
교보증권,23.09.14,[Errno 2] No such file or directory: 'rawReport/34_997.pdf'
교보증권,23.09.14,[Errno 2] No such file or directory: 'rawReport/34_998.pdf'
유진투자증권,23.09.14,[Errno 2] No such file or directory: 'rawReport/34_999.pdf'
유안타증권,23.09.14,[Errno 2] No such file or directory: 'rawReport/34_1000.pdf'
다올투자증권,23.09.14,[Errno 2] No such file or directory: 'rawReport/34_1001.pdf'
유안타증권,23.09.13,[Errno 2] No such file or directory: 'rawReport/34_1002.pdf'
교보증권,23.09.13,[Errno 2] No such file or directory: 'rawReport/34_1003.pdf'
하나증권,23.09.13,[Errno 2] No such file or directory: 'rawReport/34_1004.pdf'
유진투자증권,23.09.13,[Errno 2] No such file or directory: 'rawReport/34_1005.pdf'
다올투자증권,23.09.13,[Errno 2] No such file or directory: 'rawReport/34_1006.pdf'
신한투자증권,23.09.12,[Errno 2] No such file or directory: 'rawReport/34_1007.pdf'
한화투자증권,23.09.12,[Errno 2] No such file or directory: 'rawReport/34_1008.pdf'
교보증권,23.09.12,[Errno 2] No such file or directory: 'rawReport/34_1009.pdf'
유안타증권,23.09.12,[Errno 2] No such file or directory: 'rawReport/34_1010.pdf'
다올투자증권,23.09.12,[Errno 2] No such file or directory: 'rawReport/34_1011.pdf'
유진투자증권,23.09.12,[Errno 2] No such file or directory: 'rawReport/34_1012.pdf'
한화투자증권,23.09.11,[Errno 2] No such file or directory: 'rawReport/34_1013.pdf'
교보증권,23.09.11,[Errno 2] No such file or directory: 'rawReport/34_1014.pdf'
하나증권,23.09.11,[Errno 2] No such file or directory: 'rawReport/34_1015.pdf'
유안타증권,23.09.11,[Errno 2] No such file or directory: 'rawReport/34_1016.pdf'
키움증권,23.09.11,[Errno 2] No such file or directory: 'rawReport/34_1017.pdf'
다올투자증권,23.09.11,[Errno 2] No such file or directory: 'rawReport/34_1018.pdf'
유진투자증권,23.09.11,[Errno 2] No such file or directory: 'rawReport/34_1019.pdf'
키움증권,23.09.11,[Errno 2] No such file or directory: 'rawReport/34_1020.pdf'
