증권사,날짜,텍스트
교보증권,23.10.24,[Errno 2] No such file or directory: 'rawReport/28_811.pdf'
유진투자증권,23.10.24,[Errno 2] No such file or directory: 'rawReport/28_812.pdf'
다올투자증권,23.10.24,[Errno 2] No such file or directory: 'rawReport/28_813.pdf'
유안타증권,23.10.24,[Errno 2] No such file or directory: 'rawReport/28_814.pdf'
신한투자증권,23.10.23,[Errno 2] No such file or directory: 'rawReport/28_815.pdf'
교보증권,23.10.23,[Errno 2] No such file or directory: 'rawReport/28_816.pdf'
하나증권,23.10.23,[Errno 2] No such file or directory: 'rawReport/28_817.pdf'
다올투자증권,23.10.23,[Errno 2] No such file or directory: 'rawReport/28_818.pdf'
유진투자증권,23.10.23,[Errno 2] No such file or directory: 'rawReport/28_819.pdf'
유안타증권,23.10.23,[Errno 2] No such file or directory: 'rawReport/28_820.pdf'
키움증권,23.10.23,[Errno 2] No such file or directory: 'rawReport/28_821.pdf'
키움증권,23.10.23,[Errno 2] No such file or directory: 'rawReport/28_822.pdf'
신한투자증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_823.pdf'
교보증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_824.pdf'
하나증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_825.pdf'
이베스트증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_826.pdf'
한화투자증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_827.pdf'
한화투자증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_828.pdf'
유안타증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_829.pdf'
다올투자증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_830.pdf'
유진투자증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_831.pdf'
신한투자증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_832.pdf'
신한투자증권,23.10.20,[Errno 2] No such file or directory: 'rawReport/28_833.pdf'
키움증권,23.10.19,[Errno 2] No such file or directory: 'rawReport/28_834.pdf'
하이투자증권,23.10.19,[Errno 2] No such file or directory: 'rawReport/28_835.pdf'
교보증권,23.10.19,[Errno 2] No such file or directory: 'rawReport/28_836.pdf'
교보증권,23.10.19,[Errno 2] No such file or directory: 'rawReport/28_837.pdf'
이베스트증권,23.10.19,[Errno 2] No such file or directory: 'rawReport/28_838.pdf'
유진투자증권,23.10.19,[Errno 2] No such file or directory: 'rawReport/28_839.pdf'
다올투자증권,23.10.19,[Errno 2] No such file or directory: 'rawReport/28_840.pdf'
