증권사,날짜,텍스트
신한투자증권,23.03.10,[Errno 2] No such file or directory: 'rawReport/71_2101.pdf'
다올투자증권,23.03.10,[Errno 2] No such file or directory: 'rawReport/71_2102.pdf'
유진투자증권,23.03.10,[Errno 2] No such file or directory: 'rawReport/71_2103.pdf'
한화투자증권,23.03.10,[Errno 2] No such file or directory: 'rawReport/71_2104.pdf'
교보증권,23.03.10,[Errno 2] No such file or directory: 'rawReport/71_2105.pdf'
신한투자증권,23.03.10,[Errno 2] No such file or directory: 'rawReport/71_2106.pdf'
유안타증권,23.03.09,[Errno 2] No such file or directory: 'rawReport/71_2107.pdf'
신한투자증권,23.03.09,[Errno 2] No such file or directory: 'rawReport/71_2108.pdf'
유진투자증권,23.03.09,[Errno 2] No such file or directory: 'rawReport/71_2109.pdf'
교보증권,23.03.09,[Errno 2] No such file or directory: 'rawReport/71_2110.pdf'
다올투자증권,23.03.09,[Errno 2] No such file or directory: 'rawReport/71_2111.pdf'
다올투자증권,23.03.08,[Errno 2] No such file or directory: 'rawReport/71_2112.pdf'
유진투자증권,23.03.08,[Errno 2] No such file or directory: 'rawReport/71_2113.pdf'
유안타증권,23.03.08,[Errno 2] No such file or directory: 'rawReport/71_2114.pdf'
교보증권,23.03.08,[Errno 2] No such file or directory: 'rawReport/71_2115.pdf'
하나증권,23.03.08,[Errno 2] No such file or directory: 'rawReport/71_2116.pdf'
하나증권,23.03.08,[Errno 2] No such file or directory: 'rawReport/71_2117.pdf'
신한투자증권,23.03.08,[Errno 2] No such file or directory: 'rawReport/71_2118.pdf'
하이투자증권,23.03.07,[Errno 2] No such file or directory: 'rawReport/71_2119.pdf'
유안타증권,23.03.07,[Errno 2] No such file or directory: 'rawReport/71_2120.pdf'
유진투자증권,23.03.07,[Errno 2] No such file or directory: 'rawReport/71_2121.pdf'
한화투자증권,23.03.07,[Errno 2] No such file or directory: 'rawReport/71_2122.pdf'
교보증권,23.03.07,[Errno 2] No such file or directory: 'rawReport/71_2123.pdf'
다올투자증권,23.03.07,[Errno 2] No such file or directory: 'rawReport/71_2124.pdf'
신한투자증권,23.03.07,[Errno 2] No such file or directory: 'rawReport/71_2125.pdf'
신한투자증권,23.03.06,[Errno 2] No such file or directory: 'rawReport/71_2126.pdf'
다올투자증권,23.03.06,[Errno 2] No such file or directory: 'rawReport/71_2127.pdf'
유진투자증권,23.03.06,[Errno 2] No such file or directory: 'rawReport/71_2128.pdf'
유안타증권,23.03.06,[Errno 2] No such file or directory: 'rawReport/71_2129.pdf'
교보증권,23.03.06,[Errno 2] No such file or directory: 'rawReport/71_2130.pdf'
