증권사,날짜,텍스트
현대차증권,12.07.02,[Errno 2] No such file or directory: 'rawReport/194_5791.pdf'
현대차증권,12.07.02,[Errno 2] No such file or directory: 'rawReport/194_5792.pdf'
KTB투자증권,12.07.02,[Errno 2] No such file or directory: 'rawReport/194_5793.pdf'
IBK투자증권,12.06.29,[Errno 2] No such file or directory: 'rawReport/194_5794.pdf'
IBK투자증권,12.06.26,[Errno 2] No such file or directory: 'rawReport/194_5795.pdf'
키움증권,12.06.25,[Errno 2] No such file or directory: 'rawReport/194_5796.pdf'
KTB투자증권,12.06.25,[Errno 2] No such file or directory: 'rawReport/194_5797.pdf'
현대차증권,12.06.25,[Errno 2] No such file or directory: 'rawReport/194_5798.pdf'
현대차증권,12.06.21,[Errno 2] No such file or directory: 'rawReport/194_5799.pdf'
키움증권,12.06.18,[Errno 2] No such file or directory: 'rawReport/194_5800.pdf'
KTB투자증권,12.06.18,[Errno 2] No such file or directory: 'rawReport/194_5801.pdf'
IBK투자증권,12.06.15,[Errno 2] No such file or directory: 'rawReport/194_5802.pdf'
현대차증권,12.06.15,[Errno 2] No such file or directory: 'rawReport/194_5803.pdf'
키움증권,12.06.11,[Errno 2] No such file or directory: 'rawReport/194_5804.pdf'
현대차증권,12.06.11,[Errno 2] No such file or directory: 'rawReport/194_5805.pdf'
현대차증권,12.06.11,[Errno 2] No such file or directory: 'rawReport/194_5806.pdf'
KTB투자증권,12.06.11,[Errno 2] No such file or directory: 'rawReport/194_5807.pdf'
메리츠종금증권,12.06.11,[Errno 2] No such file or directory: 'rawReport/194_5808.pdf'
IBK투자증권,12.06.08,[Errno 2] No such file or directory: 'rawReport/194_5809.pdf'
현대차증권,12.06.07,[Errno 2] No such file or directory: 'rawReport/194_5810.pdf'
메리츠종금증권,12.06.05,[Errno 2] No such file or directory: 'rawReport/194_5811.pdf'
KTB투자증권,12.06.04,[Errno 2] No such file or directory: 'rawReport/194_5812.pdf'
현대차증권,12.06.04,[Errno 2] No such file or directory: 'rawReport/194_5813.pdf'
현대차증권,12.06.01,[Errno 2] No such file or directory: 'rawReport/194_5814.pdf'
키움증권,12.05.29,[Errno 2] No such file or directory: 'rawReport/194_5815.pdf'
KTB투자증권,12.05.29,[Errno 2] No such file or directory: 'rawReport/194_5816.pdf'
현대차증권,12.05.29,[Errno 2] No such file or directory: 'rawReport/194_5817.pdf'
현대차증권,12.05.21,[Errno 2] No such file or directory: 'rawReport/194_5818.pdf'
KTB투자증권,12.05.21,[Errno 2] No such file or directory: 'rawReport/194_5819.pdf'
메리츠종금증권,12.05.21,[Errno 2] No such file or directory: 'rawReport/194_5820.pdf'
