증권사,날짜,텍스트
교보증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1261.pdf'
한화투자증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1262.pdf'
교보증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1263.pdf'
교보증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1264.pdf'
하나증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1265.pdf'
하나증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1266.pdf'
이베스트증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1267.pdf'
다올투자증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1268.pdf'
유진투자증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1269.pdf'
유안타증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1270.pdf'
신한투자증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1271.pdf'
키움증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1272.pdf'
하이투자증권,23.07.27,[Errno 2] No such file or directory: 'rawReport/43_1273.pdf'
신한투자증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1274.pdf'
유진투자증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1275.pdf'
교보증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1276.pdf'
하나증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1277.pdf'
이베스트증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1278.pdf'
다올투자증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1279.pdf'
신한투자증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1280.pdf'
유안타증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1281.pdf'
유안타증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1282.pdf'
신한투자증권,23.07.26,[Errno 2] No such file or directory: 'rawReport/43_1283.pdf'
신한투자증권,23.07.25,[Errno 2] No such file or directory: 'rawReport/43_1284.pdf'
다올투자증권,23.07.25,[Errno 2] No such file or directory: 'rawReport/43_1285.pdf'
유안타증권,23.07.25,[Errno 2] No such file or directory: 'rawReport/43_1286.pdf'
한화투자증권,23.07.25,[Errno 2] No such file or directory: 'rawReport/43_1287.pdf'
교보증권,23.07.25,[Errno 2] No such file or directory: 'rawReport/43_1288.pdf'
하나증권,23.07.25,[Errno 2] No such file or directory: 'rawReport/43_1289.pdf'
유진투자증권,23.07.25,[Errno 2] No such file or directory: 'rawReport/43_1290.pdf'
