증권사,날짜,텍스트
키움증권,12.07.30,[Errno 2] No such file or directory: 'rawReport/193_5761.pdf'
메리츠종금증권,12.07.30,[Errno 2] No such file or directory: 'rawReport/193_5762.pdf'
KTB투자증권,12.07.30,[Errno 2] No such file or directory: 'rawReport/193_5763.pdf'
KTB투자증권,12.07.27,[Errno 2] No such file or directory: 'rawReport/193_5764.pdf'
키움증권,12.07.25,[Errno 2] No such file or directory: 'rawReport/193_5765.pdf'
키움증권,12.07.23,[Errno 2] No such file or directory: 'rawReport/193_5766.pdf'
메리츠종금증권,12.07.23,[Errno 2] No such file or directory: 'rawReport/193_5767.pdf'
현대차증권,12.07.23,[Errno 2] No such file or directory: 'rawReport/193_5768.pdf'
키움증권,12.07.20,[Errno 2] No such file or directory: 'rawReport/193_5769.pdf'
키움증권,12.07.19,[Errno 2] No such file or directory: 'rawReport/193_5770.pdf'
IBK투자증권,12.07.17,[Errno 2] No such file or directory: 'rawReport/193_5771.pdf'
현대차증권,12.07.16,[Errno 2] No such file or directory: 'rawReport/193_5772.pdf'
현대차증권,12.07.16,[Errno 2] No such file or directory: 'rawReport/193_5773.pdf'
KTB투자증권,12.07.16,[Errno 2] No such file or directory: 'rawReport/193_5774.pdf'
메리츠종금증권,12.07.16,[Errno 2] No such file or directory: 'rawReport/193_5775.pdf'
키움증권,12.07.16,[Errno 2] No such file or directory: 'rawReport/193_5776.pdf'
현대차증권,12.07.13,[Errno 2] No such file or directory: 'rawReport/193_5777.pdf'
메리츠종금증권,12.07.13,[Errno 2] No such file or directory: 'rawReport/193_5778.pdf'
KTB투자증권,12.07.13,[Errno 2] No such file or directory: 'rawReport/193_5779.pdf'
현대차증권,12.07.11,[Errno 2] No such file or directory: 'rawReport/193_5780.pdf'
현대차증권,12.07.10,[Errno 2] No such file or directory: 'rawReport/193_5781.pdf'
키움증권,12.07.09,[Errno 2] No such file or directory: 'rawReport/193_5782.pdf'
KTB투자증권,12.07.09,[Errno 2] No such file or directory: 'rawReport/193_5783.pdf'
메리츠종금증권,12.07.09,[Errno 2] No such file or directory: 'rawReport/193_5784.pdf'
키움증권,12.07.05,[Errno 2] No such file or directory: 'rawReport/193_5785.pdf'
현대차증권,12.07.05,[Errno 2] No such file or directory: 'rawReport/193_5786.pdf'
IBK투자증권,12.07.03,[Errno 2] No such file or directory: 'rawReport/193_5787.pdf'
키움증권,12.07.02,[Errno 2] No such file or directory: 'rawReport/193_5788.pdf'
키움증권,12.07.02,[Errno 2] No such file or directory: 'rawReport/193_5789.pdf'
현대차증권,12.07.02,[Errno 2] No such file or directory: 'rawReport/193_5790.pdf'
